GID	GENENAME
71559	ostta15g01810
71560	ostta15g01820
71561	ostta15g01830
71562	ostta15g01840
71563	ostta15g01850
71564	ostta15g01860
71565	ostta15g01870
71566	ostta15g01880
71567	ostta15g01890
71568	ostta15g01900
71569	ostta15g01910
71570	ostta15g01920
71571	ostta15g01930
71572	ostta15g01940
71573	ostta15g01950
71574	ostta15g01960
71575	ostta15g01970
71576	ostta15g01980
71577	ostta15g01990
71578	ostta15g02000
71579	ostta15g02010
71580	ostta15g02020
71581	ostta15g02030
71582	ostta15g02040
71583	ostta15g02050
71584	ostta15g02060
71585	ostta15g02070
71586	ostta15g02080
71587	ostta15g02090
71588	ostta15g02100
71589	ostta15g02110
71590	ostta15g02120
71591	ostta15g02130
71592	ostta15g02140
71593	ostta15g02150
71594	ostta15g02160
71595	ostta15g02170
71596	ostta15g02180
71597	ostta15g02190
71598	ostta15g02200
71599	ostta15g02207
71600	ostta15g02210
71601	ostta15g02220
71602	ostta15g02230
71603	ostta15g02235
71604	ostta15g02240
71605	ostta15g02250
71606	ostta15g02260
71607	ostta15g02270
71608	ostta15g02280
71609	ostta15g02290
71610	ostta15g02300
71611	ostta15g02310
71612	ostta15g02320
71613	ostta15g02325
71614	ostta15g02330
71615	ostta15g02340
71616	ostta15g02350
71617	ostta15g02360
71618	ostta15g02370
71619	ostta15g02380
71620	ostta15g02385
71621	ostta15g02390
71622	ostta15g02400
71623	ostta15g02410
71624	ostta15g02420
71625	ostta15g02430
71626	ostta15g02440
71627	ostta15g02450
71628	ostta15g02455
71629	ostta15g02460
71630	ostta15g02470
71631	ostta15g02475
71632	ostta15g02480
71633	ostta15g02490
71634	ostta15g02500
71635	ostta15g02510
71636	ostta15g02520
71637	ostta15g02530
71638	ostta15g02540
71639	ostta15g02550
71640	ostta15g02555
71641	ostta15g02560
71642	ostta15g02570
71643	ostta15g02580
71644	ostta15g02590
71645	ostta15g02620
71646	ostta15g02630
71647	ostta15g02640
71648	ostta15g02650
71649	ostta15g02660
71650	ostta15g02670
71651	ostta15g02680
71652	ostta15g02690
71653	ostta15g02700
71654	ostta15g02710
71655	ostta15g02720
71656	ostta15g02730
71657	ostta15g02740
71658	ostta15g02750
71659	ostta15g02760
71660	ostta15g02770
71661	ostta15g02780
71662	ostta15g02790
71663	ostta15g02795
71664	ostta15g02800
71665	ostta15g02805
71666	ostta15g02810
71667	ostta15g02820
71668	ostta15g02830
71669	ostta15g02840
71670	ostta15g02850
71671	ostta15g02860
71672	ostta15g02870
71673	ostta15g02875
71674	ostta15g02880
71675	ostta15g02890
71676	ostta15g02900
71677	ostta15g02905
71678	ostta15g02910
71679	ostta15g02920
71680	ostta15g02930
71681	ostta16g00010
71682	ostta16g00020
71683	ostta16g00030
71684	ostta16g00040
71685	ostta16g00050
71686	ostta16g00060
71687	ostta16g00070
71688	ostta16g00080
71689	ostta16g00090
71690	ostta16g00100
71691	ostta16g00110
71692	ostta16g00120
71693	ostta16g00130
71694	ostta16g00140
71695	ostta16g00150
71696	ostta16g00160
71697	ostta16g00170
71698	ostta16g00180
71699	ostta16g00190
71700	ostta16g00200
71701	ostta16g00210
71702	ostta16g00220
71703	ostta16g00230
71704	ostta16g00240
71705	ostta16g00250
71706	ostta16g00260
71707	ostta16g00270
71708	ostta16g00280
71709	ostta16g00290
71710	ostta16g00300
71711	ostta16g00310
71712	ostta16g00320
71713	ostta16g00330
71714	ostta16g00340
71715	ostta16g00350
71716	ostta16g00360
71717	ostta16g00370
71718	ostta16g00380
71719	ostta16g00390
71720	ostta16g00400
71721	ostta16g00405
71722	ostta16g00410
71723	ostta16g00420
71724	ostta16g00430
71725	ostta16g00440
71726	ostta16g00450
71727	ostta16g00460
71728	ostta16g00470
71729	ostta16g00480
71730	ostta16g00490
71731	ostta16g00500
71732	ostta16g00510
71733	ostta16g00515
71734	ostta16g00520
71735	ostta16g00530
71736	ostta16g00540
71737	ostta16g00545
71738	ostta16g00550
71739	ostta16g00560
71740	ostta16g00570
71741	ostta16g00580
71742	ostta16g00590
71743	ostta16g00600
71744	ostta16g00610
71745	ostta16g00620
71746	ostta16g00630
71747	ostta16g00640
71748	ostta16g00650
71749	ostta16g00660
71750	ostta16g00670
71751	ostta16g00680
71752	ostta16g00690
71753	ostta16g00700
71754	ostta16g00710
71755	ostta16g00720
71756	ostta16g00730
71757	ostta16g00740
71758	ostta16g00750
71759	ostta16g00760
71760	ostta16g00765
71761	ostta16g00770
71762	ostta16g00780
71763	ostta16g00790
71764	ostta16g00800
71765	ostta16g00810
71766	ostta16g00820
71767	ostta16g00830
71768	ostta16g00840
71769	ostta16g00850
71770	ostta16g00860
71771	ostta16g00870
71772	ostta16g00880
71773	ostta16g00890
71774	ostta16g00900
71775	ostta16g00910
71776	ostta16g00920
71777	ostta16g00930
71778	ostta16g00940
71779	ostta16g00950
71780	ostta16g00960
71781	ostta16g00970
71782	ostta16g00980
71783	ostta16g00990
71784	ostta16g01000
71785	ostta16g01010
71786	ostta16g01020
71787	ostta16g01030
71788	ostta16g01040
71789	ostta16g01050
71790	ostta16g01060
71791	ostta16g01070
71792	ostta16g01080
71793	ostta16g01090
71794	ostta16g01095
71795	ostta16g01100
71796	ostta16g01110
71797	ostta16g01120
71798	ostta16g01130
71799	ostta16g01140
71800	ostta16g01145
71801	ostta16g01150
71802	ostta16g01160
71803	ostta16g01170
71804	ostta16g01180
71805	ostta16g01190
71806	ostta16g01200
71807	ostta16g01210
71808	ostta16g01220
71809	ostta16g01230
71810	ostta16g01240
71811	ostta16g01250
71812	ostta16g01255
71813	ostta16g01260
71814	ostta16g01270
71815	ostta16g01280
71816	ostta16g01290
71817	ostta16g01295
71818	ostta16g01300
71819	ostta16g01310
71820	ostta16g01320
71821	ostta16g01330
71822	ostta16g01340
71823	ostta16g01350
71824	ostta16g01355
71825	ostta16g01360
71826	ostta16g01370
71827	ostta16g01380
71828	ostta16g01390
71829	ostta16g01400
71830	ostta16g01410
71831	ostta16g01420
71832	ostta16g01430
71833	ostta16g01440
71834	ostta16g01450
71835	ostta16g01460
71836	ostta16g01465
71837	ostta16g01470
71838	ostta16g01480
71839	ostta16g01490
71840	ostta16g01500
71841	ostta16g01510
71842	ostta16g01520
71843	ostta16g01530
71844	ostta16g01540
71845	ostta16g01550
71846	ostta16g01560
71847	ostta16g01570
71848	ostta16g01580
71849	ostta16g01590
71850	ostta16g01595
71851	ostta16g01597
71852	ostta16g01600
71853	ostta16g01610
71854	ostta16g01620
71855	ostta16g01630
71856	ostta16g01635
71857	ostta16g01640
71858	ostta16g01650
71859	ostta16g01660
71860	ostta16g01670
71861	ostta16g01680
71862	ostta16g01690
71863	ostta16g01700
71864	ostta16g01710
71865	ostta16g01720
71866	ostta16g01730
71867	ostta16g01740
71868	ostta16g01750
71869	ostta16g01760
71870	ostta16g01770
71871	ostta16g01780
71872	ostta16g01790
71873	ostta16g01795
71874	ostta16g01800
71875	ostta16g01810
71876	ostta16g01820
71877	ostta16g01830
71878	ostta16g01840
71879	ostta16g01850
71880	ostta16g01860
71881	ostta16g01870
71882	ostta16g01880
71883	ostta16g01885
71884	ostta16g01890
71885	ostta16g01900
71886	ostta16g01910
71887	ostta16g01920
71888	ostta16g01930
71889	ostta16g01940
71890	ostta16g01950
71891	ostta16g01960
71892	ostta16g01970
71893	ostta16g01980
71894	ostta16g01990
71895	ostta16g02000
71896	ostta16g02010
71897	ostta16g02015
71898	ostta16g02020
71899	ostta16g02025
71900	ostta16g02030
71901	ostta16g02040
71902	ostta16g02045
71903	ostta16g02050
71904	ostta16g02060
71905	ostta16g02065
71906	ostta16g02070
71907	ostta16g02075
71908	ostta16g02080
71909	ostta16g02090
71910	ostta16g02100
71911	ostta16g02105
71912	ostta16g02110
71913	ostta16g02120
71914	ostta16g02130
71915	ostta16g02140
71916	ostta16g02150
71917	ostta16g02160
71918	ostta16g02170
71919	ostta16g02180
71920	ostta16g02190
71921	ostta16g02195
71922	ostta16g02200
71923	ostta16g02210
71924	ostta16g02220
71925	ostta16g02230
71926	ostta16g02240
71927	ostta16g02245
71928	ostta16g02250
71929	ostta16g02260
71930	ostta16g02270
71931	ostta16g02280
71932	ostta16g02290
71933	ostta16g02300
71934	ostta16g02310
71935	ostta16g02320
71936	ostta16g02330
71937	ostta16g02340
71938	ostta16g02345
71939	ostta16g02347
71940	ostta16g02350
71941	ostta16g02360
71942	ostta16g02370
71943	ostta16g02375
71944	ostta16g02380
71945	ostta16g02390
71946	ostta16g02400
71947	ostta16g02410
71948	ostta16g02415
71949	ostta16g02420
71950	ostta16g02430
71951	ostta16g02440
71952	ostta16g02450
71953	ostta16g02460
71954	ostta16g02470
71955	ostta16g02480
71956	ostta16g02490
71957	ostta16g02500
71958	ostta16g02510
71959	ostta16g02520
71960	ostta16g02530
71961	ostta16g02535
71962	ostta16g02540
71963	ostta16g02550
71964	ostta16g02560
71965	ostta16g02570
71966	ostta16g02575
71967	ostta16g02580
71968	ostta16g02590
71969	ostta16g02600
71970	ostta16g02610
71971	ostta16g02620
71972	ostta16g02630
71973	ostta16g02640
71974	ostta16g02650
71975	ostta16g02660
71976	ostta16g02670
71977	ostta16g02675
71978	ostta16g02677
71979	ostta16g02680
71980	ostta16g02685
71981	ostta16g02690
71982	ostta16g02700
71983	ostta16g02710
71984	ostta16g02720
71985	ostta16g02730
71986	ostta17g00010
71987	ostta17g00020
71988	ostta17g00025
71989	ostta17g00030
71990	ostta17g00040
71991	ostta17g00050
71992	ostta17g00060
71993	ostta17g00065
71994	ostta17g00067
71995	ostta17g00070
71996	ostta17g00080
71997	ostta17g00090
71998	ostta17g00100
71999	ostta17g00110
72000	ostta17g00120
72001	ostta17g00130
72002	ostta17g00140
72003	ostta17g00150
72004	ostta17g00160
72005	ostta17g00165
72006	ostta17g00170
72007	ostta17g00180
72008	ostta17g00190
72009	ostta17g00200
72010	ostta17g00210
72011	ostta17g00220
72012	ostta17g00230
72013	ostta17g00240
72014	ostta17g00250
72015	ostta17g00260
72016	ostta17g00270
72017	ostta17g00275
72018	ostta17g00280
72019	ostta17g00290
72020	ostta17g00300
72021	ostta17g00310
72022	ostta17g00320
72023	ostta17g00330
72024	ostta17g00340
72025	ostta17g00350
72026	ostta17g00360
72027	ostta17g00370
72028	ostta17g00380
72029	ostta17g00390
72030	ostta17g00400
72031	ostta17g00410
72032	ostta17g00420
72033	ostta17g00430
72034	ostta17g00440
72035	ostta17g00450
72036	ostta17g00460
72037	ostta17g00470
72038	ostta17g00480
72039	ostta17g00490
72040	ostta17g00500
72041	ostta17g00510
72042	ostta17g00520
72043	ostta17g00530
72044	ostta17g00540
72045	ostta17g00550
72046	ostta17g00560
72047	ostta17g00570
72048	ostta17g00580
72049	ostta17g00590
72050	ostta17g00600
72051	ostta17g00610
72052	ostta17g00620
72053	ostta17g00630
72054	ostta17g00640
72055	ostta17g00650
72056	ostta17g00660
72057	ostta17g00670
72058	ostta17g00680
72059	ostta17g00690
72060	ostta17g00700
72061	ostta17g00720
72062	ostta17g00730
72063	ostta17g00740
72064	ostta17g00750
72065	ostta17g00760
72066	ostta17g00770
72067	ostta17g00780
72068	ostta17g00790
72069	ostta17g00795
72070	ostta17g00800
72071	ostta17g00810
72072	ostta17g00820
72073	ostta17g00830
72074	ostta17g00840
72075	ostta17g00850
72076	ostta17g00860
72077	ostta17g00870
72078	ostta17g00880
72079	ostta17g00890
72080	ostta17g00900
72081	ostta17g00910
72082	ostta17g00920
72083	ostta17g00930
72084	ostta17g00940
72085	ostta17g00950
72086	ostta17g00960
72087	ostta17g00970
72088	ostta17g00980
72089	ostta17g00990
72090	ostta17g01000
72091	ostta17g01010
72092	ostta17g01020
72093	ostta17g01030
72094	ostta17g01035
72095	ostta17g01040
72096	ostta17g01050
72097	ostta17g01060
72098	ostta17g01070
72099	ostta17g01080
72100	ostta17g01090
72101	ostta17g01100
72102	ostta17g01110
72103	ostta17g01120
72104	ostta17g01130
72105	ostta17g01140
72106	ostta17g01150
72107	ostta17g01160
72108	ostta17g01170
72109	ostta17g01180
72110	ostta17g01190
72111	ostta17g01200
72112	ostta17g01210
72113	ostta17g01220
72114	ostta17g01230
72115	ostta17g01240
72116	ostta17g01250
72117	ostta17g01255
72118	ostta17g01260
72119	ostta17g01270
72120	ostta17g01280
72121	ostta17g01290
72122	ostta17g01300
72123	ostta17g01310
72124	ostta17g01320
72125	ostta17g01330
72126	ostta17g01340
72127	ostta17g01350
72128	ostta17g01355
72129	ostta17g01360
72130	ostta17g01365
72131	ostta17g01370
72132	ostta17g01380
72133	ostta17g01390
72134	ostta17g01400
72135	ostta17g01410
72136	ostta17g01420
72137	ostta17g01430
72138	ostta17g01440
72139	ostta17g01450
72140	ostta17g01460
72141	ostta17g01470
72142	ostta17g01480
72143	ostta17g01490
72144	ostta17g01500
72145	ostta17g01510
72146	ostta17g01520
72147	ostta17g01530
72148	ostta17g01540
72149	ostta17g01550
72150	ostta17g01560
72151	ostta17g01570
72152	ostta17g01580
72153	ostta17g01590
72154	ostta17g01600
72155	ostta17g01610
72156	ostta17g01620
72157	ostta17g01630
72158	ostta17g01640
72159	ostta17g01650
72160	ostta17g01660
72161	ostta17g01670
72162	ostta17g01680
72163	ostta17g01690
72164	ostta17g01700
72165	ostta17g01710
72166	ostta17g01720
72167	ostta17g01730
72168	ostta17g01740
72169	ostta17g01750
72170	ostta17g01760
72171	ostta17g01770
72172	ostta17g01780
72173	ostta17g01790
72174	ostta17g01800
72175	ostta17g01810
72176	ostta17g01820
72177	ostta17g01830
72178	ostta17g01835
72179	ostta17g01840
72180	ostta17g01850
72181	ostta17g01860
72182	ostta17g01870
72183	ostta17g01880
72184	ostta17g01885
72185	ostta17g01890
72186	ostta17g01895
72187	ostta17g01900
72188	ostta17g01910
72189	ostta17g01920
72190	ostta17g01930
72191	ostta17g01940
72192	ostta17g01950
72193	ostta17g01960
72194	ostta17g01970
72195	ostta17g01980
72196	ostta17g01990
72197	ostta17g02000
72198	ostta17g02005
72199	ostta17g02007
72200	ostta17g02008
72201	ostta17g02010
72202	ostta17g02020
72203	ostta17g02030
72204	ostta17g02060
72205	ostta17g02070
72206	ostta17g02075
72207	ostta17g02080
72208	ostta17g02090
72209	ostta17g02100
72210	ostta17g02110
72211	ostta17g02120
72212	ostta17g02130
72213	ostta17g02140
72214	ostta17g02150
72215	ostta17g02160
72216	ostta17g02170
72217	ostta17g02180
72218	ostta17g02185
72219	ostta17g02190
72220	ostta17g02200
72221	ostta17g02210
72222	ostta17g02220
72223	ostta17g02230
72224	ostta17g02240
72225	ostta17g02250
72226	ostta17g02260
72227	ostta17g02270
72228	ostta17g02280
72229	ostta17g02290
72230	ostta17g02300
72231	ostta17g02305
72232	ostta17g02310
72233	ostta17g02320
72234	ostta17g02325
72235	ostta17g02330
72236	ostta17g02340
72237	ostta17g02350
72238	ostta17g02360
72239	ostta17g02365
72240	ostta17g02370
72241	ostta17g02380
72242	ostta17g02390
72243	ostta17g02400
72244	ostta17g02410
72245	ostta18g00010
72246	ostta18g00020
72247	ostta18g00030
72248	ostta18g00040
72249	ostta18g00050
72250	ostta18g00060
72251	ostta18g00070
72252	ostta18g00080
72253	ostta18g00090
72254	ostta18g00100
72255	ostta18g00110
72256	ostta18g00120
72257	ostta18g00130
72258	ostta18g00140
72259	ostta18g00150
72260	ostta18g00160
72261	ostta18g00170
72262	ostta18g00180
72263	ostta18g00190
72264	ostta18g00200
72265	ostta18g00210
72266	ostta18g00235
72267	ostta18g00240
72268	ostta18g00245
72269	ostta18g00250
72270	ostta18g00260
72271	ostta18g00270
72272	ostta18g00275
72273	ostta18g00280
72274	ostta18g00290
72275	ostta18g00300
72276	ostta18g00310
72277	ostta18g00320
72278	ostta18g00330
72279	ostta18g00340
72280	ostta18g00350
72281	ostta18g00360
72282	ostta18g00370
72283	ostta18g00380
72284	ostta18g00385
72285	ostta18g00390
72286	ostta18g00400
72287	ostta18g00410
72288	ostta18g00420
72289	ostta18g00430
72290	ostta18g00440
72291	ostta18g00450
72292	ostta18g00460
72293	ostta18g00470
72294	ostta18g00480
72295	ostta18g00490
72296	ostta18g00500
72297	ostta18g00505
72298	ostta18g00510
72299	ostta18g00520
72300	ostta18g00530
72301	ostta18g00540
72302	ostta18g00550
72303	ostta18g00555
72304	ostta18g00560
72305	ostta18g00570
72306	ostta18g00580
72307	ostta18g00590
72308	ostta18g00600
72309	ostta18g00610
72310	ostta18g00620
72311	ostta18g00630
72312	ostta18g00640
72313	ostta18g00650
72314	ostta18g00660
72315	ostta18g00670
72316	ostta18g00680
72317	ostta18g00690
72318	ostta18g00695
72319	ostta18g00700
72320	ostta18g00710
72321	ostta18g00720
72322	ostta18g00730
72323	ostta18g00740
72324	ostta18g00750
72325	ostta18g00760
72326	ostta18g00770
72327	ostta18g00780
72328	ostta18g00790
72329	ostta18g00800
72330	ostta18g00810
72331	ostta18g00820
72332	ostta18g00830
72333	ostta18g00840
72334	ostta18g00850
72335	ostta18g00860
72336	ostta18g00870
72337	ostta18g00880
72338	ostta18g00890
72339	ostta18g00900
72340	ostta18g00910
72341	ostta18g00920
72342	ostta18g00930
72343	ostta18g00940
72344	ostta18g00950
72345	ostta18g00960
72346	ostta18g00970
72347	ostta18g00980
72348	ostta18g01000
72349	ostta18g01010
72350	ostta18g01020
72351	ostta18g01030
72352	ostta18g01040
72353	ostta18g01050
72354	ostta18g01060
72355	ostta18g01070
72356	ostta18g01080
72357	ostta18g01090
72358	ostta18g01100
72359	ostta18g01110
72360	ostta18g01120
72361	ostta18g01130
72362	ostta18g01140
72363	ostta18g01150
72364	ostta18g01160
72365	ostta18g01170
72366	ostta18g01180
72367	ostta18g01190
72368	ostta18g01200
72369	ostta18g01210
72370	ostta18g01220
72371	ostta18g01230
72372	ostta18g01240
72373	ostta18g01250
72374	ostta18g01260
72375	ostta18g01270
72376	ostta18g01280
72377	ostta18g01290
72378	ostta18g01300
72379	ostta18g01310
72380	ostta18g01320
72381	ostta18g01330
72382	ostta18g01340
72383	ostta18g01350
72384	ostta18g01360
72385	ostta18g01370
72386	ostta18g01380
72387	ostta18g01390
72388	ostta18g01400
72389	ostta18g01410
72390	ostta18g01420
72391	ostta18g01430
72392	ostta18g01440
72393	ostta18g01450
72394	ostta18g01460
72395	ostta18g01470
72396	ostta18g01480
72397	ostta18g01490
72398	ostta18g01500
72399	ostta18g01510
72400	ostta18g01520
72401	ostta18g01530
72402	ostta18g01540
72403	ostta18g01550
72404	ostta18g01560
72405	ostta18g01570
72406	ostta18g01580
72407	ostta18g01590
72408	ostta18g01600
72409	ostta18g01610
72410	ostta18g01620
72411	ostta18g01630
72412	ostta18g01640
72413	ostta18g01650
72414	ostta18g01660
72415	ostta18g01670
72416	ostta18g01680
72417	ostta18g01690
72418	ostta18g01700
72419	ostta18g01710
72420	ostta18g01720
72421	ostta18g01730
72422	ostta18g01735
72423	ostta18g01740
72424	ostta18g01750
72425	ostta18g01760
72426	ostta18g01770
72427	ostta18g01780
72428	ostta18g01800
72429	ostta18g01810
72430	ostta18g01820
72431	ostta18g01830
72432	ostta18g01840
72433	ostta18g01850
72434	ostta18g01860
72435	ostta18g01865
72436	ostta18g01870
72437	ostta18g01880
72438	ostta18g01890
72439	ostta18g01900
72440	ostta18g01910
72441	ostta18g01920
72442	ostta18g01930
72443	ostta18g01940
72444	ostta18g01945
72445	ostta18g01947
72446	ostta18g01950
72447	ostta18g01960
72448	ostta18g01970
72449	ostta18g01980
72450	ostta19g00010
72451	ostta19g00020
72452	ostta19g00030
72453	ostta19g00040
72454	ostta19g00050
72455	ostta19g00070
72456	ostta19g00080
72457	ostta19g00090
72458	ostta19g00100
72459	ostta19g00110
72460	ostta19g00120
72461	ostta19g00130
72462	ostta19g00140
72463	ostta19g00150
72464	ostta19g00160
72465	ostta19g00165
72466	ostta19g00170
72467	ostta19g00180
72468	ostta19g00190
72469	ostta19g00200
72470	ostta19g00210
72471	ostta19g00220
72472	ostta19g00230
72473	ostta19g00035
72474	ostta19g00240
72475	ostta19g00250
72476	ostta19g00260
72477	ostta19g00270
72478	ostta19g00060
72479	ostta19g00280
72480	ostta19g00290
72481	ostta19g00300
72482	ostta19g00310
72483	ostta19g00320
72484	ostta19g00330
72485	ostta19g00340
72486	ostta19g00350
72487	ostta19g00360
72488	ostta19g00370
72489	ostta19g00380
72490	ostta19g00385
72491	ostta19g00390
72492	ostta19g00395
72493	ostta19g00400
72494	ostta19g00410
72495	ostta19g00420
72496	ostta19g00430
72497	ostta19g00440
72498	ostta19g00450
72499	ostta19g00460
72500	ostta19g00470
72501	ostta19g00480
72502	ostta19g00490
72503	ostta19g00500
72504	ostta19g00515
72505	ostta19g00520
72506	ostta19g00530
72507	ostta19g00540
72508	ostta19g00550
72509	ostta19g00555
72510	ostta19g00560
72511	ostta19g00570
72512	ostta19g00580
72513	ostta19g00590
72514	ostta19g00600
72515	ostta19g00610
72516	ostta19g00045
72517	ostta19g00620
72518	ostta19g00630
72519	ostta19g00640
72520	ostta19g00650
72521	ostta19g00075
72522	ostta19g00660
72523	ostta19g00670
72524	ostta02g00020
72525	ostta02g00030
72526	ostta02g00035
72527	ostta02g00037
72528	ostta02g00040
72529	ostta02g00050
72530	ostta02g00080
72531	ostta02g00085
72532	ostta02g00087
72533	ostta02g00093
72534	ostta02g00100
72535	ostta02g00110
72536	ostta02g00130
72537	ostta02g00150
72538	ostta02g00160
72539	ostta02g00170
72540	ostta02g00180
72541	ostta02g00190
72542	ostta02g00195
72543	ostta02g00200
72544	ostta02g00210
72545	ostta02g00220
72546	ostta02g00230
72547	ostta02g00240
72548	ostta02g00250
72549	ostta02g00260
72550	ostta02g00270
72551	ostta02g00275
72552	ostta02g00277
72553	ostta02g00290
72554	ostta02g00300
72555	ostta02g00310
72556	ostta02g00320
72557	ostta02g00330
72558	ostta02g00340
72559	ostta02g00350
72560	ostta02g00360
72561	ostta02g00370
72562	ostta02g00380
72563	ostta02g00390
72564	ostta02g00400
72565	ostta02g00410
72566	ostta02g00420
72567	ostta02g00430
72568	ostta02g00440
72569	ostta02g00450
72570	ostta02g00460
72571	ostta02g00470
72572	ostta02g00480
72573	ostta02g00490
72574	ostta02g00500
72575	ostta02g00510
72576	ostta02g00520
72577	ostta02g00530
72578	ostta02g00540
72579	ostta02g00555
72580	ostta02g00562
72581	ostta02g00580
72582	ostta02g00600
72583	ostta02g00610
72584	ostta02g00630
72585	ostta02g00640
72586	ostta02g00650
72587	ostta02g00660
72588	ostta02g00670
72589	ostta02g00680
72590	ostta02g00690
72591	ostta02g00700
72592	ostta02g00710
72593	ostta02g00720
72594	ostta02g00730
72595	ostta02g00740
72596	ostta02g00750
72597	ostta02g00760
72598	ostta02g00770
72599	ostta02g00780
72600	ostta02g00790
72601	ostta02g00800
72602	ostta02g00810
72603	ostta02g00820
72604	ostta02g00840
72605	ostta02g00850
72606	ostta02g00860
72607	ostta02g00870
72608	ostta02g00880
72609	ostta02g00890
72610	ostta02g00900
72611	ostta02g00910
72612	ostta02g00920
72613	ostta02g00930
72614	ostta02g00940
72615	ostta02g00950
72616	ostta02g00960
72617	ostta02g00970
72618	ostta02g00980
72619	ostta02g00990
72620	ostta02g01010
72621	ostta02g01020
72622	ostta02g01030
72623	ostta02g01040
72624	ostta02g01050
72625	ostta02g01060
72626	ostta02g01070
72627	ostta02g01080
72628	ostta02g01090
72629	ostta02g01100
72630	ostta02g01120
72631	ostta02g01130
72632	ostta02g01140
72633	ostta02g01160
72634	ostta02g01170
72635	ostta02g01180
72636	ostta02g01190
72637	ostta02g01200
72638	ostta02g01210
72639	ostta02g01230
72640	ostta02g01240
72641	ostta02g01245
72642	ostta02g01247
72643	ostta02g01250
72644	ostta02g01260
72645	ostta02g01270
72646	ostta02g01290
72647	ostta02g01300
72648	ostta02g01310
72649	ostta02g01320
72650	ostta02g01330
72651	ostta02g01350
72652	ostta02g01360
72653	ostta02g01370
72654	ostta02g01390
72655	ostta02g01400
72656	ostta02g01410
72657	ostta02g01420
72658	ostta02g01430
72659	ostta02g01440
72660	ostta02g01460
72661	ostta02g01480
72662	ostta02g01490
72663	ostta02g01500
72664	ostta02g01510
72665	ostta02g01520
72666	ostta02g01530
72667	ostta02g01550
72668	ostta02g01560
72669	ostta02g01580
72670	ostta02g01590
72671	ostta02g01600
72672	ostta02g01610
72673	ostta02g01630
72674	ostta02g01640
72675	ostta02g01660
72676	ostta02g01670
72677	ostta02g01680
72678	ostta02g01690
72679	ostta02g01710
72680	ostta02g01720
72681	ostta02g01725
72682	ostta02g01730
72683	ostta02g01750
72684	ostta02g01770
72685	ostta02g01780
72686	ostta02g01790
72687	ostta02g01810
72688	ostta02g01820
72689	ostta02g01840
72690	ostta02g01850
72691	ostta02g01860
72692	ostta02g01870
72693	ostta02g01880
72694	ostta02g01890
72695	ostta02g01900
72696	ostta02g01910
72697	ostta02g01920
72698	ostta02g01930
72699	ostta02g01950
72700	ostta02g01960
72701	ostta02g01970
72702	ostta02g01980
72703	ostta02g01990
72704	ostta02g02000
72705	ostta02g02010
72706	ostta02g02020
72707	ostta02g02030
72708	ostta02g02050
72709	ostta02g02060
72710	ostta02g02065
72711	ostta02g02067
72712	ostta02g02070
72713	ostta02g02080
72714	ostta02g02090
72715	ostta02g02100
72716	ostta02g02110
72717	ostta02g02120
72718	ostta02g02130
72719	ostta02g02140
72720	ostta02g02150
72721	ostta02g02180
72722	ostta02g02200
72723	ostta02g02210
72724	ostta02g02240
72725	ostta02g02260
72726	ostta02g02270
72727	ostta02g02280
72728	ostta02g02290
72729	ostta02g02300
72730	ostta02g02310
72731	ostta02g02320
72732	ostta02g02330
72733	ostta02g02340
72734	ostta02g02355
72735	ostta02g02360
72736	ostta02g02370
72737	ostta02g02380
72738	ostta02g02400
72739	ostta02g02420
72740	ostta02g02430
72741	ostta02g02440
72742	ostta02g02450
72743	ostta02g02460
72744	ostta02g02470
72745	ostta02g02475
72746	ostta02g02477
72747	ostta02g02480
72748	ostta02g02490
72749	ostta02g02500
72750	ostta02g02510
72751	ostta02g02520
72752	ostta02g02530
72753	ostta02g02540
72754	ostta02g02550
72755	ostta02g02560
72756	ostta02g02570
72757	ostta02g02580
72758	ostta02g02600
72759	ostta02g02610
72760	ostta02g02615
72761	ostta02g02630
72762	ostta02g02650
72763	ostta02g02660
72764	ostta02g02670
72765	ostta02g02680
72766	ostta02g02700
72767	ostta02g02710
72768	ostta02g02715
72769	ostta02g02720
72770	ostta02g02730
72771	ostta02g02740
72772	ostta02g02750
72773	ostta02g02760
72774	ostta02g02770
72775	ostta02g02780
72776	ostta02g02790
72777	ostta02g02800
72778	ostta02g02810
72779	ostta02g02820
72780	ostta02g02830
72781	ostta02g02840
72782	ostta02g02850
72783	ostta02g02860
72784	ostta02g02870
72785	ostta02g02880
72786	ostta02g02890
72787	ostta02g02900
72788	ostta02g02910
72789	ostta02g02920
72790	ostta02g02930
72791	ostta02g02940
72792	ostta02g02970
72793	ostta02g02980
72794	ostta02g02990
72795	ostta02g03000
72796	ostta02g03010
72797	ostta02g03020
72798	ostta02g03030
72799	ostta02g03040
72800	ostta02g03050
72801	ostta02g03060
72802	ostta02g03070
72803	ostta02g03080
72804	ostta02g03090
72805	ostta02g03100
72806	ostta02g03110
72807	ostta02g03120
72808	ostta02g03130
72809	ostta02g03140
72810	ostta02g03150
72811	ostta02g03160
72812	ostta02g03170
72813	ostta02g03180
72814	ostta02g03190
72815	ostta02g03200
72816	ostta02g03210
72817	ostta02g03220
72818	ostta02g03230
72819	ostta02g03240
72820	ostta02g03250
72821	ostta02g03260
72822	ostta02g03270
72823	ostta02g03280
72824	ostta02g03290
72825	ostta02g03300
72826	ostta02g03310
72827	ostta02g03320
72828	ostta02g03330
72829	ostta02g03340
