GID	GENENAME
75372	ostta07g00620
75373	ostta07g00630
75374	ostta07g00640
75375	ostta07g00650
75376	ostta07g00655
75377	ostta07g00660
75378	ostta07g00670
75379	ostta07g00680
75380	ostta07g00690
75381	ostta07g00700
75382	ostta07g00710
75383	ostta07g00720
75384	ostta07g00730
75385	ostta07g00740
75386	ostta07g00750
75387	ostta07g00760
75388	ostta07g00770
75389	ostta07g00780
75390	ostta07g00790
75391	ostta07g00800
75392	ostta07g00810
75393	ostta07g00820
75394	ostta07g00830
75395	ostta07g00840
75396	ostta07g00850
75397	ostta07g00860
75398	ostta07g00870
75399	ostta07g00880
75400	ostta07g00890
75401	ostta07g00900
75402	ostta07g00910
75403	ostta07g00920
75404	ostta07g00930
75405	ostta07g00940
75406	ostta07g00950
75407	ostta07g00960
75408	ostta07g00970
75409	ostta07g00980
75410	ostta07g00990
75411	ostta07g01000
75412	ostta07g01010
75413	ostta07g01020
75414	ostta07g01030
75415	ostta07g01040
75416	ostta07g01050
75417	ostta07g01060
75418	ostta07g01070
75419	ostta07g01080
75420	ostta07g01090
75421	ostta07g01100
75422	ostta07g01110
75423	ostta07g01120
75424	ostta07g01130
75425	ostta07g01140
75426	ostta07g01150
75427	ostta07g01160
75428	ostta07g01170
75429	ostta07g01175
75430	ostta07g01180
75431	ostta07g01190
75432	ostta07g01200
75433	ostta07g01205
75434	ostta07g01210
75435	ostta07g01220
75436	ostta07g01230
75437	ostta07g01250
75438	ostta07g01260
75439	ostta07g01270
75440	ostta07g01280
75441	ostta07g01285
75442	ostta07g01290
75443	ostta07g01300
75444	ostta07g01310
75445	ostta07g01320
75446	ostta07g01330
75447	ostta07g01340
75448	ostta07g01350
75449	ostta07g01360
75450	ostta07g01370
75451	ostta07g01380
75452	ostta07g01390
75453	ostta07g01400
75454	ostta07g01410
75455	ostta07g01420
75456	ostta07g01430
75457	ostta07g01435
75458	ostta07g01440
75459	ostta07g01450
75460	ostta07g01460
75461	ostta07g01470
75462	ostta07g01480
75463	ostta07g01490
75464	ostta07g01500
75465	ostta07g01510
75466	ostta07g01520
75467	ostta07g01530
75468	ostta07g01540
75469	ostta07g01550
75470	ostta07g01560
75471	ostta07g01570
75472	ostta07g01575
75473	ostta07g01580
75474	ostta07g01590
75475	ostta07g01600
75476	ostta07g01610
75477	ostta07g01620
75478	ostta07g01630
75479	ostta07g01640
75480	ostta07g01650
75481	ostta07g01660
75482	ostta07g01670
75483	ostta07g01680
75484	ostta07g01690
75485	ostta07g01700
75486	ostta07g01710
75487	ostta07g01720
75488	ostta07g01730
75489	ostta07g01740
75490	ostta07g01750
75491	ostta07g01760
75492	ostta07g01770
75493	ostta07g01780
75494	ostta07g01790
75495	ostta07g01800
75496	ostta07g01810
75497	ostta07g01820
75498	ostta07g01830
75499	ostta07g01840
75500	ostta07g01850
75501	ostta07g01860
75502	ostta07g01870
75503	ostta07g01880
75504	ostta07g01890
75505	ostta07g01895
75506	ostta07g01900
75507	ostta07g01910
75508	ostta07g01920
75509	ostta07g01930
75510	ostta07g01940
75511	ostta07g01950
75512	ostta07g01960
75513	ostta07g01970
75514	ostta07g01975
75515	ostta07g01980
75516	ostta07g01990
75517	ostta07g02000
75518	ostta07g02010
75519	ostta07g02020
75520	ostta07g02030
75521	ostta07g02040
75522	ostta07g02050
75523	ostta07g02060
75524	ostta07g02070
75525	ostta07g02080
75526	ostta07g02090
75527	ostta07g02100
75528	ostta07g02110
75529	ostta07g02120
75530	ostta07g02130
75531	ostta07g02140
75532	ostta07g02150
75533	ostta07g02160
75534	ostta07g02170
75535	ostta07g02180
75536	ostta07g02190
75537	ostta07g02200
75538	ostta07g02210
75539	ostta07g02220
75540	ostta07g02230
75541	ostta07g02240
75542	ostta07g02250
75543	ostta07g02260
75544	ostta07g02270
75545	ostta07g02280
75546	ostta07g02290
75547	ostta07g02300
75548	ostta07g02310
75549	ostta07g02320
75550	ostta07g02330
75551	ostta07g02340
75552	ostta07g02350
75553	ostta07g02360
75554	ostta07g02370
75555	ostta07g02380
75556	ostta07g02390
75557	ostta07g02400
75558	ostta07g02410
75559	ostta07g02420
75560	ostta07g02430
75561	ostta07g02440
75562	ostta07g02450
75563	ostta07g02460
75564	ostta07g02470
75565	ostta07g02480
75566	ostta07g02490
75567	ostta07g02500
75568	ostta07g02510
75569	ostta07g02520
75570	ostta07g02530
75571	ostta07g02540
75572	ostta07g02550
75573	ostta07g02560
75574	ostta07g02570
75575	ostta07g02580
75576	ostta07g02590
75577	ostta07g02600
75578	ostta07g02610
75579	ostta07g02620
75580	ostta07g02630
75581	ostta07g02640
75582	ostta07g02650
75583	ostta07g02660
75584	ostta07g02670
75585	ostta07g02675
75586	ostta07g02680
75587	ostta07g02690
75588	ostta07g02700
75589	ostta07g02710
75590	ostta07g02720
75591	ostta07g02725
75592	ostta07g02730
75593	ostta07g02740
75594	ostta07g02750
75595	ostta07g02760
75596	ostta07g02770
75597	ostta07g02780
75598	ostta07g02790
75599	ostta07g02800
75600	ostta07g02805
75601	ostta07g02810
75602	ostta07g02820
75603	ostta07g02830
75604	ostta07g02840
75605	ostta07g02850
75606	ostta07g02855
75607	ostta07g02860
75608	ostta07g02870
75609	ostta07g02880
75610	ostta07g02890
75611	ostta07g02900
75612	ostta07g02910
75613	ostta07g02920
75614	ostta07g02930
75615	ostta07g02940
75616	ostta07g02950
75617	ostta07g02960
75618	ostta07g02970
75619	ostta07g02980
75620	ostta07g02990
75621	ostta07g03000
75622	ostta07g03010
75623	ostta07g03020
75624	ostta07g03030
75625	ostta07g03040
75626	ostta07g03050
75627	ostta07g03060
75628	ostta07g03070
75629	ostta07g03080
75630	ostta07g03090
75631	ostta07g03100
75632	ostta07g03110
75633	ostta07g03120
75634	ostta07g03130
75635	ostta07g03140
75636	ostta07g03150
75637	ostta07g03160
75638	ostta07g03170
75639	ostta07g03180
75640	ostta07g03190
75641	ostta07g03200
75642	ostta07g03210
75643	ostta07g03220
75644	ostta07g03230
75645	ostta07g03240
75646	ostta07g03250
75647	ostta07g03260
75648	ostta07g03270
75649	ostta07g03280
75650	ostta07g03290
75651	ostta07g03300
75652	ostta07g03310
75653	ostta07g03320
75654	ostta07g03330
75655	ostta07g03340
75656	ostta07g03350
75657	ostta07g03360
75658	ostta07g03370
75659	ostta07g03380
75660	ostta07g03400
75661	ostta07g03410
75662	ostta07g03420
75663	ostta07g03430
75664	ostta07g03440
75665	ostta07g03450
75666	ostta07g03460
75667	ostta07g03470
75668	ostta07g03480
75669	ostta07g03490
75670	ostta07g03500
75671	ostta07g03510
75672	ostta07g03520
75673	ostta07g03530
75674	ostta07g03540
75675	ostta07g03550
75676	ostta07g03560
75677	ostta07g03565
75678	ostta07g03570
75679	ostta07g03580
75680	ostta07g03590
75681	ostta07g03600
75682	ostta07g03610
75683	ostta07g03620
75684	ostta07g03630
75685	ostta07g03635
75686	ostta07g03640
75687	ostta07g03650
75688	ostta07g03660
75689	ostta07g03670
75690	ostta07g03680
75691	ostta07g03690
75692	ostta07g03700
75693	ostta07g03710
75694	ostta07g03720
75695	ostta07g03730
75696	ostta07g03740
75697	ostta07g03750
75698	ostta07g03760
75699	ostta07g03770
75700	ostta07g03780
75701	ostta07g03790
75702	ostta07g03800
75703	ostta07g03810
75704	ostta07g03820
75705	ostta07g03830
75706	ostta07g03840
75707	ostta07g03850
75708	ostta07g03860
75709	ostta07g03870
75710	ostta07g03880
75711	ostta07g03885
75712	ostta07g03890
75713	ostta07g03900
75714	ostta07g03910
75715	ostta07g03920
75716	ostta07g03930
75717	ostta07g03940
75718	ostta07g03950
75719	ostta07g03960
75720	ostta07g03980
75721	ostta07g03990
75722	ostta07g04000
75723	ostta07g04010
75724	ostta07g04020
75725	ostta07g04030
75726	ostta07g04040
75727	ostta07g04050
75728	ostta07g04060
75729	ostta07g04070
75730	ostta07g04080
75731	ostta07g04090
75732	ostta07g04100
75733	ostta07g04110
75734	ostta07g04120
75735	ostta07g04130
75736	ostta07g04140
75737	ostta07g04150
75738	ostta07g04160
75739	ostta07g04170
75740	ostta07g04180
75741	ostta07g04190
75742	ostta07g04200
75743	ostta07g04210
75744	ostta07g04220
75745	ostta07g04230
75746	ostta07g04240
75747	ostta07g04250
75748	ostta07g04260
75749	ostta07g04270
75750	ostta07g04280
75751	ostta07g04290
75752	ostta07g04300
75753	ostta07g04310
75754	ostta07g04320
75755	ostta07g04330
75756	ostta07g04340
75757	ostta07g04350
75758	ostta07g04360
75759	ostta07g04370
75760	ostta07g04380
75761	ostta07g04390
75762	ostta07g04400
75763	ostta07g04410
75764	ostta07g04420
75765	ostta07g04430
75766	ostta07g04440
75767	ostta07g04450
75768	ostta07g04460
75769	ostta07g04470
75770	ostta07g04480
75771	ostta07g04490
75772	ostta07g04500
75773	ostta07g04510
75774	ostta07g04520
75775	ostta07g04530
75776	ostta07g04540
75777	ostta07g04550
75778	ostta07g04560
75779	ostta07g04570
75780	ostta07g04580
75781	ostta07g04590
75782	ostta07g04600
75783	ostta07g04610
75784	ostta07g04620
75785	ostta07g04630
75786	ostta07g04640
75787	ostta07g04650
75788	ostta07g04660
75789	ostta07g04670
75790	ostta07g04680
75791	ostta07g04690
75792	ostta07g04700
75793	ostta07g04710
75794	ostta07g04720
75795	ostta07g04730
75796	ostta07g04740
75797	ostta07g04750
75798	ostta07g04760
75799	ostta08g00010
75800	ostta08g00020
75801	ostta08g00030
75802	ostta08g00040
75803	ostta08g00050
75804	ostta08g00060
75805	ostta08g00070
75806	ostta08g00080
75807	ostta08g00090
75808	ostta08g00100
75809	ostta08g00110
75810	ostta08g00120
75811	ostta08g00130
75812	ostta08g00140
75813	ostta08g00150
75814	ostta08g00160
75815	ostta08g00170
75816	ostta08g00180
75817	ostta08g00190
75818	ostta08g00200
75819	ostta08g00210
75820	ostta08g00220
75821	ostta08g00230
75822	ostta08g00240
75823	ostta08g00250
75824	ostta08g00260
75825	ostta08g00270
75826	ostta08g00280
75827	ostta08g00290
75828	ostta08g00300
75829	ostta08g00310
75830	ostta08g00320
75831	ostta08g00330
75832	ostta08g00340
75833	ostta08g00350
75834	ostta08g00360
75835	ostta08g00370
75836	ostta08g00380
75837	ostta08g00390
75838	ostta08g00400
75839	ostta08g00410
75840	ostta08g00420
75841	ostta08g00430
75842	ostta08g00440
75843	ostta08g00450
75844	ostta08g00460
75845	ostta08g00470
75846	ostta08g00480
75847	ostta08g00490
75848	ostta08g00500
75849	ostta08g00510
75850	ostta08g00520
75851	ostta08g00530
75852	ostta08g00540
75853	ostta08g00550
75854	ostta08g00560
75855	ostta08g00570
75856	ostta08g00580
75857	ostta08g00590
75858	ostta08g00600
75859	ostta08g00610
75860	ostta08g00620
75861	ostta08g00630
75862	ostta08g00640
75863	ostta08g00650
75864	ostta08g00660
75865	ostta08g00670
75866	ostta08g00680
75867	ostta08g00690
75868	ostta08g00700
75869	ostta08g00710
75870	ostta08g00720
75871	ostta08g00730
75872	ostta08g00740
75873	ostta08g00750
75874	ostta08g00755
75875	ostta08g00760
75876	ostta08g00770
75877	ostta08g00780
75878	ostta08g00790
75879	ostta08g00800
75880	ostta08g00810
75881	ostta08g00820
75882	ostta08g00830
75883	ostta08g00840
75884	ostta08g00850
75885	ostta08g00860
75886	ostta08g00865
75887	ostta08g00870
75888	ostta08g00880
75889	ostta08g00890
75890	ostta08g00900
75891	ostta08g00910
75892	ostta08g00920
75893	ostta08g00930
75894	ostta08g00940
75895	ostta08g00950
75896	ostta08g00960
75897	ostta08g00970
75898	ostta08g00980
75899	ostta08g00990
75900	ostta08g01000
75901	ostta08g01020
75902	ostta08g01030
75903	ostta08g01040
75904	ostta08g01050
75905	ostta08g01060
75906	ostta08g01070
75907	ostta08g01080
75908	ostta08g01090
75909	ostta08g01100
75910	ostta08g01110
75911	ostta08g01120
75912	ostta08g01130
75913	ostta08g01140
75914	ostta08g01150
75915	ostta08g01155
75916	ostta08g01160
75917	ostta08g01170
75918	ostta08g01180
75919	ostta08g01190
75920	ostta08g01200
75921	ostta08g01210
75922	ostta08g01220
75923	ostta08g01240
75924	ostta08g01250
75925	ostta08g01260
75926	ostta08g01270
75927	ostta08g01280
75928	ostta08g01290
75929	ostta08g01300
75930	ostta08g01310
75931	ostta08g01320
75932	ostta08g01330
75933	ostta08g01340
75934	ostta08g01350
75935	ostta08g01360
75936	ostta08g01370
75937	ostta08g01380
75938	ostta08g01390
75939	ostta08g01395
75940	ostta08g01400
75941	ostta08g01410
75942	ostta08g01420
75943	ostta08g01430
75944	ostta08g01440
75945	ostta08g01470
75946	ostta08g01480
75947	ostta08g01490
75948	ostta08g01500
75949	ostta08g01510
75950	ostta08g01520
75951	ostta08g01530
75952	ostta08g01540
75953	ostta08g01550
75954	ostta08g01560
75955	ostta08g01570
75956	ostta08g01580
75957	ostta08g01590
75958	ostta08g01600
75959	ostta08g01610
75960	ostta08g01620
75961	ostta08g01630
75962	ostta08g01640
75963	ostta08g01650
75964	ostta08g01660
75965	ostta08g01670
75966	ostta08g01680
75967	ostta08g01690
75968	ostta08g01700
75969	ostta08g01710
75970	ostta08g01730
75971	ostta08g01740
75972	ostta08g01750
75973	ostta08g01760
75974	ostta08g01770
75975	ostta08g01780
75976	ostta08g01790
75977	ostta08g01800
75978	ostta08g01810
75979	ostta08g01820
75980	ostta08g01830
75981	ostta08g01840
75982	ostta08g01850
75983	ostta08g01860
75984	ostta08g01870
75985	ostta08g01880
75986	ostta08g01890
75987	ostta08g01895
75988	ostta08g01900
75989	ostta08g01910
75990	ostta08g01920
75991	ostta08g01930
75992	ostta08g01940
75993	ostta08g01950
75994	ostta08g01960
75995	ostta08g01970
75996	ostta08g01980
75997	ostta08g01990
75998	ostta08g02000
75999	ostta08g02010
76000	ostta08g02020
76001	ostta08g02030
76002	ostta08g02040
76003	ostta08g02050
76004	ostta08g02060
76005	ostta08g02070
76006	ostta08g02080
76007	ostta08g02090
76008	ostta08g02100
76009	ostta08g02110
76010	ostta08g02120
76011	ostta08g02130
76012	ostta08g02140
76013	ostta08g02150
76014	ostta08g02160
76015	ostta08g02170
76016	ostta08g02180
76017	ostta08g02190
76018	ostta08g02200
76019	ostta08g02210
76020	ostta08g02220
76021	ostta08g02230
76022	ostta08g02240
76023	ostta08g02250
76024	ostta08g02260
76025	ostta08g02270
76026	ostta08g02280
76027	ostta08g02290
76028	ostta08g02295
76029	ostta08g02300
76030	ostta08g02310
76031	ostta08g02320
76032	ostta08g02330
76033	ostta08g02340
76034	ostta08g02350
76035	ostta08g02360
76036	ostta08g02370
76037	ostta08g02380
76038	ostta08g02390
76039	ostta08g02400
76040	ostta08g02410
76041	ostta08g02420
76042	ostta08g02430
76043	ostta08g02440
76044	ostta08g02450
76045	ostta08g02460
76046	ostta08g02470
76047	ostta08g02480
76048	ostta08g02490
76049	ostta08g02500
76050	ostta08g02510
76051	ostta08g02520
76052	ostta08g02530
76053	ostta08g02540
76054	ostta08g02550
76055	ostta08g02560
76056	ostta08g02570
76057	ostta08g02580
76058	ostta08g02590
76059	ostta08g02600
76060	ostta08g02610
76061	ostta08g02620
76062	ostta08g02630
76063	ostta08g02640
76064	ostta08g02650
76065	ostta08g02660
76066	ostta08g02670
76067	ostta08g02680
76068	ostta08g02690
76069	ostta08g02700
76070	ostta08g02710
76071	ostta08g02720
76072	ostta08g02730
76073	ostta08g02740
76074	ostta08g02750
76075	ostta08g02760
76076	ostta08g02770
76077	ostta08g02780
76078	ostta08g02790
76079	ostta08g02800
76080	ostta08g02810
76081	ostta08g02820
76082	ostta08g02830
76083	ostta08g02840
76084	ostta08g02850
76085	ostta08g02860
76086	ostta08g02870
76087	ostta08g02880
76088	ostta08g02890
76089	ostta08g02900
76090	ostta08g02910
76091	ostta08g02920
76092	ostta08g02930
76093	ostta08g02940
76094	ostta08g02950
76095	ostta08g02960
76096	ostta08g02970
76097	ostta08g02980
76098	ostta08g02990
76099	ostta08g03000
76100	ostta08g03010
76101	ostta08g03020
76102	ostta08g03030
76103	ostta08g03040
76104	ostta08g03050
76105	ostta08g03060
76106	ostta08g03070
76107	ostta08g03080
76108	ostta08g03090
76109	ostta08g03100
76110	ostta08g03110
76111	ostta08g03120
76112	ostta08g03130
76113	ostta08g03140
76114	ostta08g03150
76115	ostta08g03160
76116	ostta08g03170
76117	ostta08g03180
76118	ostta08g03190
76119	ostta08g03200
76120	ostta08g03210
76121	ostta08g03220
76122	ostta08g03230
76123	ostta08g03240
76124	ostta08g03250
76125	ostta08g03260
76126	ostta08g03270
76127	ostta08g03280
76128	ostta08g03290
76129	ostta08g03300
76130	ostta08g03310
76131	ostta08g03320
76132	ostta08g03330
76133	ostta08g03340
76134	ostta08g03350
76135	ostta08g03360
76136	ostta08g03370
76137	ostta08g03380
76138	ostta08g03390
76139	ostta08g03395
76140	ostta08g03400
76141	ostta08g03410
76142	ostta08g03420
76143	ostta08g03430
76144	ostta08g03440
76145	ostta08g03460
76146	ostta08g03470
76147	ostta08g03480
76148	ostta08g03490
76149	ostta08g03500
76150	ostta08g03510
76151	ostta08g03515
76152	ostta08g03520
76153	ostta08g03530
76154	ostta08g03540
76155	ostta08g03550
76156	ostta08g03560
76157	ostta08g03570
76158	ostta08g03580
76159	ostta08g03590
76160	ostta08g03610
76161	ostta08g03615
76162	ostta08g03620
76163	ostta08g03630
76164	ostta08g03640
76165	ostta08g03650
76166	ostta08g03660
76167	ostta08g03670
76168	ostta08g03680
76169	ostta08g03690
76170	ostta08g03700
76171	ostta08g03710
76172	ostta08g03720
76173	ostta08g03730
76174	ostta08g03740
76175	ostta08g03750
76176	ostta08g03760
76177	ostta08g03770
76178	ostta08g03780
76179	ostta08g03790
76180	ostta08g03800
76181	ostta08g03810
76182	ostta08g03820
76183	ostta08g03830
76184	ostta08g03840
76185	ostta08g03850
76186	ostta08g03860
76187	ostta08g03870
76188	ostta08g03880
76189	ostta08g03890
76190	ostta08g03900
76191	ostta08g03910
76192	ostta08g03920
76193	ostta08g03930
76194	ostta08g03940
76195	ostta08g03950
76196	ostta08g03960
76197	ostta08g03970
76198	ostta08g03980
76199	ostta08g03990
76200	ostta08g04000
76201	ostta08g04010
76202	ostta08g04020
76203	ostta08g04030
76204	ostta08g04040
76205	ostta08g04060
76206	ostta08g04070
76207	ostta08g04080
76208	ostta08g04090
76209	ostta08g04100
76210	ostta08g04110
76211	ostta08g04120
76212	ostta08g04130
76213	ostta08g04140
76214	ostta08g04150
76215	ostta08g04160
76216	ostta08g04170
76217	ostta08g04180
76218	ostta08g04190
76219	ostta08g04200
76220	ostta08g04210
76221	ostta08g04220
76222	ostta08g04230
76223	ostta08g04240
76224	ostta08g04250
76225	ostta08g04260
76226	ostta08g04270
76227	ostta08g04280
76228	ostta08g04290
76229	ostta08g04300
76230	ostta08g04310
76231	ostta09g00010
76232	ostta09g00020
76233	ostta09g00030
76234	ostta09g00040
76235	ostta09g00050
76236	ostta09g00060
76237	ostta09g00070
76238	ostta09g00080
76239	ostta09g00090
76240	ostta09g00100
76241	ostta09g00110
76242	ostta09g00120
76243	ostta09g00130
76244	ostta09g00140
76245	ostta09g00150
76246	ostta09g00160
76247	ostta09g00170
76248	ostta09g00180
76249	ostta09g00200
76250	ostta09g00210
76251	ostta09g00220
76252	ostta09g00230
76253	ostta09g00240
76254	ostta09g00250
76255	ostta09g00260
76256	ostta09g00270
76257	ostta09g00280
76258	ostta09g00290
76259	ostta09g00300
76260	ostta09g00310
76261	ostta09g00320
76262	ostta09g00330
76263	ostta09g00340
76264	ostta09g00350
76265	ostta09g00360
76266	ostta09g00370
76267	ostta09g00380
76268	ostta09g00390
76269	ostta09g00400
76270	ostta09g00410
76271	ostta09g00420
76272	ostta09g00430
76273	ostta09g00440
76274	ostta09g00450
76275	ostta09g00460
76276	ostta09g00470
76277	ostta09g00480
76278	ostta09g00490
76279	ostta09g00500
76280	ostta09g00510
76281	ostta09g00520
76282	ostta09g00550
76283	ostta09g00560
76284	ostta09g00570
76285	ostta09g00580
76286	ostta09g00590
76287	ostta09g00600
76288	ostta09g00610
76289	ostta09g00620
76290	ostta09g00630
76291	ostta09g00640
76292	ostta09g00650
76293	ostta09g00655
76294	ostta09g00660
76295	ostta09g00670
76296	ostta09g00680
76297	ostta09g00690
76298	ostta09g00700
76299	ostta09g00710
76300	ostta09g00720
76301	ostta09g00730
76302	ostta09g00740
76303	ostta09g00750
76304	ostta09g00760
76305	ostta09g00770
76306	ostta09g00780
76307	ostta09g00785
76308	ostta09g00792
76309	ostta09g00800
76310	ostta09g00810
76311	ostta09g00820
76312	ostta09g00830
76313	ostta09g00840
76314	ostta09g00850
76315	ostta09g00860
76316	ostta09g00870
76317	ostta09g00880
76318	ostta09g00890
76319	ostta09g00910
76320	ostta09g00920
76321	ostta09g00930
76322	ostta09g00940
76323	ostta09g00950
76324	ostta09g00960
76325	ostta09g00970
76326	ostta09g00975
76327	ostta09g00980
76328	ostta09g00990
76329	ostta09g01000
76330	ostta09g01010
76331	ostta09g01020
76332	ostta09g01040
76333	ostta09g01060
76334	ostta09g01070
76335	ostta09g01080
76336	ostta09g01090
76337	ostta09g01100
76338	ostta09g01110
76339	ostta09g01120
76340	ostta09g01130
76341	ostta09g01140
76342	ostta09g01150
76343	ostta09g01160
76344	ostta09g01170
76345	ostta09g01180
76346	ostta09g01190
76347	ostta09g01200
76348	ostta09g01210
76349	ostta09g01220
76350	ostta09g01230
76351	ostta09g01240
76352	ostta09g01250
76353	ostta09g01260
76354	ostta09g01270
76355	ostta09g01280
76356	ostta09g01290
76357	ostta09g01300
76358	ostta09g01310
76359	ostta09g01320
76360	ostta09g01330
76361	ostta09g01340
76362	ostta09g01350
76363	ostta09g01360
76364	ostta09g01370
76365	ostta09g01380
76366	ostta09g01410
76367	ostta09g01420
76368	ostta09g01430
76369	ostta09g01440
76370	ostta09g01450
76371	ostta09g01460
76372	ostta09g01470
76373	ostta09g01480
76374	ostta09g01490
76375	ostta09g01495
76376	ostta09g01500
76377	ostta09g01510
76378	ostta09g01520
76379	ostta09g01530
76380	ostta09g01540
76381	ostta09g01550
76382	ostta09g01560
76383	ostta09g01570
76384	ostta09g01580
76385	ostta09g01590
76386	ostta09g01600
76387	ostta09g01615
76388	ostta09g01630
76389	ostta09g01640
76390	ostta09g01650
76391	ostta09g01660
76392	ostta09g01670
76393	ostta09g01680
76394	ostta09g01690
76395	ostta09g01700
76396	ostta09g01710
76397	ostta09g01730
76398	ostta09g01740
76399	ostta09g01750
76400	ostta09g01760
76401	ostta09g01770
76402	ostta09g01780
76403	ostta09g01790
76404	ostta09g01800
76405	ostta09g01810
76406	ostta09g01820
76407	ostta09g01830
76408	ostta09g01840
76409	ostta09g01850
76410	ostta09g01860
76411	ostta09g01870
76412	ostta09g01880
76413	ostta09g01890
76414	ostta09g01900
76415	ostta09g01910
76416	ostta09g01920
76417	ostta09g01930
76418	ostta09g01940
76419	ostta09g01950
76420	ostta09g01960
76421	ostta09g01970
76422	ostta09g01980
76423	ostta09g01990
76424	ostta09g02000
76425	ostta09g02010
76426	ostta09g02020
76427	ostta09g02030
76428	ostta09g02040
76429	ostta09g02050
76430	ostta09g02060
76431	ostta09g02070
76432	ostta09g02080
76433	ostta09g02090
76434	ostta09g02100
76435	ostta09g02110
76436	ostta09g02120
76437	ostta09g02130
76438	ostta09g02140
76439	ostta09g02145
76440	ostta09g02150
76441	ostta09g02160
76442	ostta09g02170
76443	ostta09g02180
76444	ostta09g02190
76445	ostta09g02200
76446	ostta09g02210
76447	ostta09g02220
76448	ostta09g02230
76449	ostta09g02240
76450	ostta09g02250
76451	ostta09g02260
76452	ostta09g02270
76453	ostta09g02275
76454	ostta09g02280
76455	ostta09g02290
76456	ostta09g02300
76457	ostta09g02310
76458	ostta09g02320
76459	ostta09g02330
76460	ostta09g02340
76461	ostta09g02350
76462	ostta09g02360
76463	ostta09g02365
76464	ostta09g02370
76465	ostta09g02380
76466	ostta09g02390
76467	ostta09g02400
76468	ostta09g02410
76469	ostta09g02420
76470	ostta09g02430
76471	ostta09g02440
76472	ostta09g02450
76473	ostta09g02460
76474	ostta09g02470
76475	ostta09g02480
76476	ostta09g02490
76477	ostta09g02500
76478	ostta09g02510
76479	ostta09g02520
76480	ostta09g02530
76481	ostta09g02540
76482	ostta09g02550
76483	ostta09g02560
76484	ostta09g02570
76485	ostta09g02580
76486	ostta09g02590
76487	ostta09g02600
76488	ostta09g02610
76489	ostta09g02620
76490	ostta09g02630
76491	ostta09g02640
76492	ostta09g02650
76493	ostta09g02660
76494	ostta09g02670
76495	ostta09g02680
76496	ostta09g02690
76497	ostta09g02700
76498	ostta09g02710
76499	ostta09g02720
76500	ostta09g02730
76501	ostta09g02740
76502	ostta09g02750
76503	ostta09g02760
76504	ostta09g02770
76505	ostta09g02780
76506	ostta09g02790
76507	ostta09g02800
76508	ostta09g02810
76509	ostta09g02820
76510	ostta09g02830
76511	ostta09g02840
76512	ostta09g02850
76513	ostta09g02860
76514	ostta09g02870
76515	ostta09g02880
76516	ostta09g02890
76517	ostta09g02900
76518	ostta09g02910
76519	ostta09g02920
76520	ostta09g02930
76521	ostta09g02940
76522	ostta09g02950
76523	ostta09g02955
76524	ostta09g02960
76525	ostta09g02970
76526	ostta09g02980
76527	ostta09g02990
76528	ostta09g03000
76529	ostta09g03010
76530	ostta09g03020
76531	ostta09g03030
76532	ostta09g03040
76533	ostta09g03050
76534	ostta09g03060
76535	ostta09g03070
76536	ostta09g03080
76537	ostta09g03090
76538	ostta09g03100
76539	ostta09g03110
76540	ostta09g03120
76541	ostta09g03130
76542	ostta09g03140
76543	ostta09g03150
76544	ostta09g03160
76545	ostta09g03170
76546	ostta09g03180
76547	ostta09g03190
76548	ostta09g03200
76549	ostta09g03210
76550	ostta09g03220
76551	ostta09g03225
76552	ostta09g03230
76553	ostta09g03235
76554	ostta09g03240
76555	ostta09g03250
76556	ostta09g03260
76557	ostta09g03270
76558	ostta09g03280
76559	ostta09g03290
76560	ostta09g03300
76561	ostta09g03310
76562	ostta09g03320
76563	ostta09g03330
76564	ostta09g03340
76565	ostta09g03350
76566	ostta09g03360
76567	ostta09g03370
76568	ostta09g03380
76569	ostta09g03390
76570	ostta09g03400
76571	ostta09g03410
76572	ostta09g03420
76573	ostta09g03430
76574	ostta09g03440
76575	ostta09g03450
76576	ostta09g03460
76577	ostta09g03465
76578	ostta09g03470
76579	ostta09g03480
76580	ostta09g03490
76581	ostta09g03500
76582	ostta09g03510
76583	ostta09g03520
76584	ostta09g03530
76585	ostta09g03540
76586	ostta09g03550
76587	ostta09g03555
76588	ostta09g03560
76589	ostta09g03570
76590	ostta09g03575
76591	ostta09g03580
76592	ostta09g03590
76593	ostta09g03600
76594	ostta09g03610
76595	ostta09g03620
76596	ostta09g03630
76597	ostta09g03640
76598	ostta09g03650
76599	ostta09g03660
76600	ostta09g03670
76601	ostta09g03680
76602	ostta09g03690
76603	ostta09g03700
76604	ostta09g03705
76605	ostta09g03710
76606	ostta09g03720
76607	ostta09g03730
76608	ostta09g03740
76609	ostta09g03750
76610	ostta09g03760
76611	ostta09g03765
76612	ostta09g03770
76613	ostta09g03780
76614	ostta09g03790
76615	ostta09g03800
76616	ostta09g03810
76617	ostta09g03820
76618	ostta09g03830
76619	ostta09g03840
76620	ostta09g03850
76621	ostta09g03860
76622	ostta09g03870
76623	ostta09g03880
76624	ostta09g03890
76625	ostta09g03900
76626	ostta09g03910
76627	ostta09g03920
76628	ostta09g03930
76629	ostta09g03940
76630	ostta09g03950
76631	ostta09g03960
76632	ostta09g03970
76633	ostta09g03980
76634	ostta09g03990
76635	ostta09g04000
76636	ostta09g04010
76637	ostta09g04020
76638	ostta09g04030
76639	ostta09g04040
76640	ostta09g04050
76641	ostta09g04060
76642	ostta09g04070
