TID	TRANSNAME
73360	ostta03g01610T0
73361	ostta03g01620T0
73362	ostta03g01630T0
73363	ostta03g01635T0
73364	ostta03g01640T0
73365	ostta03g01650T0
73366	ostta03g01660T0
73367	ostta03g01670T0
73368	ostta03g01680T0
73369	ostta03g01690T0
73370	ostta03g01700T0
73371	ostta03g01710T0
73372	ostta03g01720T0
73373	ostta03g01730T0
73374	ostta03g01740T0
73375	ostta03g01750T0
73376	ostta03g01760T0
73377	ostta03g01770T0
73378	ostta03g01780T0
73379	ostta03g01790T0
73380	ostta03g01800T0
73381	ostta03g01810T0
73382	ostta03g01820T0
73383	ostta03g01830T0
73384	ostta03g01840
73385	ostta03g01850T0
73386	ostta03g01860T0
73387	ostta03g01870T0
73388	ostta03g01880T0
73389	ostta03g01890T0
73390	ostta03g01900T0
73391	ostta03g01910T0
73392	ostta03g01920T0
73393	ostta03g01930T0
73394	ostta03g01940T0
73395	ostta03g01950T0
73396	ostta03g01960T0
73397	ostta03g01970T0
73398	ostta03g01980T0
73399	ostta03g01990T0
73400	ostta03g02000T0
73401	ostta03g02010T0
73402	ostta03g02020T0
73403	ostta03g02030T0
73404	ostta03g02040T0
73405	ostta03g02050T0
73406	ostta03g02060T0
73407	ostta03g02070T0
73408	ostta03g02080T0
73409	ostta03g02090T0
73410	ostta03g02100T0
73411	ostta03g02110T0
73412	ostta03g02120T0
73413	ostta03g02130T0
73414	ostta03g02140T0
73415	ostta03g02150T0
73416	ostta03g02160T0
73417	ostta03g02170T0
73418	ostta03g02180T0
73419	ostta03g02190T0
73420	ostta03g02200T0
73421	ostta03g02210T0
73422	ostta03g02220T0
73423	ostta03g02230T0
73424	ostta03g02240T0
73425	ostta03g02250T0
73426	ostta03g02260T0
73427	ostta03g02270T0
73428	ostta03g02275T0
73429	ostta03g02280T0
73430	ostta03g02290T0
73431	ostta03g02300T0
73432	ostta03g02310T0
73433	ostta03g02320T0
73434	ostta03g02330T0
73435	ostta03g02340T0
73436	ostta03g02350T0
73437	ostta03g02360T0
73438	ostta03g02370T0
73439	ostta03g02380T0
73440	ostta03g02390T0
73441	ostta03g02400T0
73442	ostta03g02410T0
73443	ostta03g02420T0
73444	ostta03g02430T0
73445	ostta03g02440T0
73446	ostta03g02450T0
73447	ostta03g02460T0
73448	ostta03g02470T0
73449	ostta03g02480T0
73450	ostta03g02490T0
73451	ostta03g02500T0
73452	ostta03g02510T0
73453	ostta03g02520T0
73454	ostta03g02530T0
73455	ostta03g02540T0
73456	ostta03g02550T0
73457	ostta03g02560T0
73458	ostta03g02570T0
73459	ostta03g02580T0
73460	ostta03g02590T0
73461	ostta03g02600T0
73462	ostta03g02610T0
73463	ostta03g02620T0
73464	ostta03g02630T0
73465	ostta03g02640T0
73466	ostta03g02650T0
73467	ostta03g02660T0
73468	ostta03g02670T0
73469	ostta03g02680T0
73470	ostta03g02690T0
73471	ostta03g02700T0
73472	ostta03g02710T0
73473	ostta03g02720T0
73474	ostta03g02730T0
73475	ostta03g02740T0
73476	ostta03g02750T0
73477	ostta03g02760T0
73478	ostta03g02770T0
73479	ostta03g02780T0
73480	ostta03g02790T0
73481	ostta03g02800T0
73482	ostta03g02810T0
73483	ostta03g02820T0
73484	ostta03g02825T0
73485	ostta03g02830T0
73486	ostta03g02840T0
73487	ostta03g02850T0
73488	ostta03g02860T0
73489	ostta03g02870T0
73490	ostta03g02880T0
73491	ostta03g02890T0
73492	ostta03g02910T0
73493	ostta03g02920T0
73494	ostta03g02925T0
73495	ostta03g02930T0
73496	ostta03g02940T0
73497	ostta03g02950T0
73498	ostta03g02960T0
73499	ostta03g02970T0
73500	ostta03g02980T0
73501	ostta03g03000T0
73502	ostta03g03010T0
73503	ostta03g03015T0
73504	ostta03g03020T0
73505	ostta03g03030T0
73506	ostta03g03040T0
73507	ostta03g03050T0
73508	ostta03g03060T0
73509	ostta03g03070T0
73510	ostta03g03080T0
73511	ostta03g03090T0
73512	ostta03g03100T0
73513	ostta03g03110T0
73514	ostta03g03120T0
73515	ostta03g03130T0
73516	ostta03g03140T0
73517	ostta03g03150T0
73518	ostta03g03160T0
73519	ostta03g03170T0
73520	ostta03g03180T0
73521	ostta03g03190T0
73522	ostta03g03200T0
73523	ostta03g03210T0
73524	ostta03g03220T0
73525	ostta03g03230T0
73526	ostta03g03240T0
73527	ostta03g03250T0
73528	ostta03g03260T0
73529	ostta03g03270T0
73530	ostta03g03280T0
73531	ostta03g03290T0
73532	ostta03g03300T0
73533	ostta03g03310T0
73534	ostta03g03320T0
73535	ostta03g03330T0
73536	ostta03g03340T0
73537	ostta03g03350T0
73538	ostta03g03360T0
73539	ostta03g03370T0
73540	ostta03g03380T0
73541	ostta03g03390T0
73542	ostta03g03400T0
73543	ostta03g03410T0
73544	ostta03g03420T0
73545	ostta03g03430T0
73546	ostta03g03440T0
73547	ostta03g03450T0
73548	ostta03g03460T0
73549	ostta03g03470T0
73550	ostta03g03480T0
73551	ostta03g03490T0
73552	ostta03g03500T0
73553	ostta03g03510T0
73554	ostta03g03520T0
73555	ostta03g03530T0
73556	ostta03g03540T0
73557	ostta03g03550T0
73558	ostta03g03560T0
73559	ostta03g03570T0
73560	ostta03g03580T0
73561	ostta03g03590T0
73562	ostta03g03600T0
73563	ostta03g03610T0
73564	ostta03g03620T0
73565	ostta03g03640T0
73566	ostta03g03650T0
73567	ostta03g03660T0
73568	ostta03g03670T0
73569	ostta03g03680T0
73570	ostta03g03690T0
73571	ostta03g03700T0
73572	ostta03g03710T0
73573	ostta03g03720T0
73574	ostta03g03730T0
73575	ostta03g03740T0
73576	ostta03g03750T0
73577	ostta03g03760T0
73578	ostta03g03770T0
73579	ostta03g03780T0
73580	ostta03g03790T0
73581	ostta03g03800T0
73582	ostta03g03810T0
73583	ostta03g03820T0
73584	ostta03g03825T0
73585	ostta03g03830T0
73586	ostta03g03840T0
73587	ostta03g03850T0
73588	ostta03g03860T0
73589	ostta03g03870T0
73590	ostta03g03880T0
73591	ostta03g03890T0
73592	ostta03g03900T0
73593	ostta03g03910T0
73594	ostta03g03920T0
73595	ostta03g03930T0
73596	ostta03g03940T0
73597	ostta03g03950T0
73598	ostta03g03960T0
73599	ostta03g03970T0
73600	ostta03g03980T0
73601	ostta03g03990T0
73602	ostta03g04000T0
73603	ostta03g04010T0
73604	ostta03g04020T0
73605	ostta03g04025T0
73606	ostta03g04030T0
73607	ostta03g04040T0
73608	ostta03g04050T0
73609	ostta03g04060T0
73610	ostta03g04070T0
73611	ostta03g04080T0
73612	ostta03g04090T0
73613	ostta03g04100T0
73614	ostta03g04110T0
73615	ostta03g04120T0
73616	ostta03g04130T0
73617	ostta03g04140T0
73618	ostta03g04150T0
73619	ostta03g04160T0
73620	ostta03g04170T0
73621	ostta03g04180T0
73622	ostta03g04190T0
73623	ostta03g04200T0
73624	ostta03g04210T0
73625	ostta03g04220T0
73626	ostta03g04230T0
73627	ostta03g04240T0
73628	ostta03g04250T0
73629	ostta03g04260T0
73630	ostta03g04270T0
73631	ostta03g04280T0
73632	ostta03g04290T0
73633	ostta03g04300T0
73634	ostta03g04310T0
73635	ostta03g04320T0
73636	ostta03g04330T0
73637	ostta03g04335T0
73638	ostta03g04340T0
73639	ostta03g04345T0
73640	ostta03g04350T0
73641	ostta03g04360T0
73642	ostta03g04370T0
73643	ostta03g04380T0
73644	ostta03g04390T0
73645	ostta03g04400T0
73646	ostta03g04410T0
73647	ostta03g04420T0
73648	ostta03g04430T0
73649	ostta03g04440T0
73650	ostta03g04450T0
73651	ostta03g04460T0
73652	ostta03g04470T0
73653	ostta03g04500T0
73654	ostta03g04510T0
73655	ostta03g04520T0
73656	ostta03g04530T0
73657	ostta03g04540T0
73658	ostta03g04550T0
73659	ostta03g04560T0
73660	ostta03g04570T0
73661	ostta03g04580T0
73662	ostta03g04590T0
73663	ostta03g04610T0
73664	ostta03g04620T0
73665	ostta03g04630T0
73666	ostta03g04635T0
73667	ostta03g04640T0
73668	ostta03g04650T0
73669	ostta03g04660T0
73670	ostta03g04670T0
73671	ostta03g04680T0
73672	ostta03g04690T0
73673	ostta03g04700T0
73674	ostta03g04710T0
73675	ostta03g04720T0
73676	ostta03g04730T0
73677	ostta03g04740T0
73678	ostta03g04750T0
73679	ostta03g04760T0
73680	ostta03g04770T0
73681	ostta03g04780T0
73682	ostta03g04790T0
73683	ostta03g04800T0
73684	ostta03g04810T0
73685	ostta03g04820T0
73686	ostta03g04830T0
73687	ostta03g04840T0
73688	ostta03g04850T0
73689	ostta03g04860T0
73690	ostta03g04870T0
73691	ostta03g04880T0
73692	ostta03g04890T0
73693	ostta03g04900T0
73694	ostta03g04920T0
73695	ostta03g04930T0
73696	ostta03g04940T0
73697	ostta03g04950T0
73698	ostta03g04960T0
73699	ostta03g04970T0
73700	ostta03g04980T0
73701	ostta03g05000T0
73702	ostta03g05010T0
73703	ostta03g05020T0
73704	ostta03g05030T0
73705	ostta03g05040T0
73706	ostta03g05050T0
73707	ostta03g05060T0
73708	ostta03g05070T0
73709	ostta03g05080T0
73710	ostta03g05090T0
73711	ostta03g05100T0
73712	ostta03g05110T0
73713	ostta03g05120T0
73714	ostta03g05130T0
73715	ostta03g05140T0
73716	ostta03g05145T0
73717	ostta03g05150T0
73718	ostta03g05160T0
73719	ostta03g05170T0
73720	ostta03g05180T0
73721	ostta03g05190T0
73722	ostta03g05200T0
73723	ostta03g05205T0
73724	ostta03g05210T0
73725	ostta03g05220T0
73726	ostta03g05230T0
73727	ostta03g05240T0
73728	ostta03g05250T0
73729	ostta03g05260T0
73730	ostta03g05270T0
73731	ostta03g05280T0
73732	ostta03g05290T0
73733	ostta03g05300T0
73734	ostta03g05310T0
73735	ostta03g05320T0
73736	ostta03g05330T0
73737	ostta03g05340T0
73738	ostta03g05350T0
73739	ostta03g05360T0
73740	ostta03g05370T0
73741	ostta03g05380T0
73742	ostta03g05390T0
73743	ostta03g05400T0
73744	ostta03g05410T0
73745	ostta03g05420T0
73746	ostta03g05430T0
73747	ostta03g05435T0
73748	ostta03g05440T0
73749	ostta03g05450T0
73750	ostta03g05460T0
73751	ostta03g05470T0
73752	ostta03g05480T0
73753	ostta03g05490T0
73754	ostta03g05500T0
73755	ostta03g05510T0
73756	ostta03g05520T0
73757	ostta03g05530T0
73758	ostta03g05540T0
73759	ostta03g05550T0
73760	ostta03g05560T0
73761	ostta03g05570T0
73762	ostta03g05580T0
73763	ostta03g05590T0
73764	ostta03g05600T0
73765	ostta03g05610T0
73766	ostta03g05620T0
73767	ostta03g05630T0
73768	ostta03g05640T0
73769	ostta03g05650T0
73770	ostta03g05660T0
73771	ostta03g05670T0
73772	ostta03g05675T0
73773	ostta03g05680T0
73774	ostta03g05690T0
73775	ostta03g05700T0
73776	ostta03g05710T0
73777	ostta03g05715T0
73778	ostta03g05720T0
73779	ostta03g05730T0
73780	ostta03g05740T0
73781	ostta03g05750T0
73782	ostta03g05760T0
73783	ostta03g05770T0
73784	ostta03g05780T0
73785	ostta03g05790T0
73786	ostta03g05800T0
73787	ostta03g05810T0
73788	ostta03g05820T0
73789	ostta03g05830T0
73790	ostta03g05840T0
73791	ostta03g05850T0
73792	ostta03g05860T0
73793	ostta03g05870T0
73794	ostta03g05880T0
73795	ostta03g05885T0
73796	ostta03g05890T0
73797	ostta03g05900T0
73798	ostta03g05910T0
73799	ostta03g05920T0
73800	ostta03g05930T0
73801	ostta03g05940T0
73802	ostta03g05950T0
73803	ostta03g05960T0
73804	ostta03g05970T0
73805	ostta03g05980T0
73806	ostta03g05990T0
73807	ostta03g06000T0
73808	ostta03g06010T0
73809	ostta03g06020T0
73810	ostta03g06030T0
73811	ostta04g00010T0
73812	ostta04g00015T0
73813	ostta04g00020T0
73814	ostta04g00030T0
73815	ostta04g00040T0
73816	ostta04g00050T0
73817	ostta04g00060T0
73818	ostta04g00070T0
73819	ostta04g00080T0
73820	ostta04g00090T0
73821	ostta04g00100T0
73822	ostta04g00110T0
73823	ostta04g00120T0
73824	ostta04g00125T0
73825	ostta04g00130T0
73826	ostta04g00150T0
73827	ostta04g00160T0
73828	ostta04g00170T0
73829	ostta04g00180T0
73830	ostta04g00190T0
73831	ostta04g00200T0
73832	ostta04g00220T0
73833	ostta04g00230T0
73834	ostta04g00240T0
73835	ostta04g00250T0
73836	ostta04g00260T0
73837	ostta04g00270T0
73838	ostta04g00280T0
73839	ostta04g00290T0
73840	ostta04g00300T0
73841	ostta04g00310T0
73842	ostta04g00320T0
73843	ostta04g00330T0
73844	ostta04g00340T0
73845	ostta04g00350T0
73846	ostta04g00360T0
73847	ostta04g00365T0
73848	ostta04g00370T0
73849	ostta04g00380T0
73850	ostta04g00390T0
73851	ostta04g00400T0
73852	ostta04g00410T0
73853	ostta04g00420T0
73854	ostta04g00430T0
73855	ostta04g00440T0
73856	ostta04g00450T0
73857	ostta04g00460T0
73858	ostta04g00470T0
73859	ostta04g00480T0
73860	ostta04g00490T0
73861	ostta04g00500T0
73862	ostta04g00510T0
73863	ostta04g00520T0
73864	ostta04g00530T0
73865	ostta04g00540T0
73866	ostta04g00550T0
73867	ostta04g00560T0
73868	ostta04g00570T0
73869	ostta04g00580T0
73870	ostta04g00590T0
73871	ostta04g00600T0
73872	ostta04g00610T0
73873	ostta04g00620T0
73874	ostta04g00630T0
73875	ostta04g00640T0
73876	ostta04g00650T0
73877	ostta04g00660T0
73878	ostta04g00670T0
73879	ostta04g00680T0
73880	ostta04g00690T0
73881	ostta04g00700T0
73882	ostta04g00710T0
73883	ostta04g00720T0
73884	ostta04g00730T0
73885	ostta04g00740T0
73886	ostta04g00750T0
73887	ostta04g00760T0
73888	ostta04g00770T0
73889	ostta04g00780T0
73890	ostta04g00790T0
73891	ostta04g00800T0
73892	ostta04g00810T0
73893	ostta04g00815T0
73894	ostta04g00820T0
73895	ostta04g00830T0
73896	ostta04g00840T0
73897	ostta04g00850T0
73898	ostta04g00860T0
73899	ostta04g00870T0
73900	ostta04g00880T0
73901	ostta04g00890T0
73902	ostta04g00900T0
73903	ostta04g00910T0
73904	ostta04g00920T0
73905	ostta04g00930T0
73906	ostta04g00940T0
73907	ostta04g00950T0
73908	ostta04g00960T0
73909	ostta04g00970T0
73910	ostta04g00990T0
73911	ostta04g01000T0
73912	ostta04g01010T0
73913	ostta04g01020T0
73914	ostta04g01030T0
73915	ostta04g01040T0
73916	ostta04g01050T0
73917	ostta04g01060T0
73918	ostta04g01070T0
73919	ostta04g01080T0
73920	ostta04g01090T0
73921	ostta04g01100T0
73922	ostta04g01110T0
73923	ostta04g01120T0
73924	ostta04g01130T0
73925	ostta04g01140T0
73926	ostta04g01150T0
73927	ostta04g01160T0
73928	ostta04g01170T0
73929	ostta04g01180T0
73930	ostta04g01190T0
73931	ostta04g01200T0
73932	ostta04g01210T0
73933	ostta04g01220T0
73934	ostta04g01230T0
73935	ostta04g01240T0
73936	ostta04g01250T0
73937	ostta04g01260T0
73938	ostta04g01270T0
73939	ostta04g01280T0
73940	ostta04g01290T0
73941	ostta04g01300T0
73942	ostta04g01310T0
73943	ostta04g01320T0
73944	ostta04g01330T0
73945	ostta04g01340T0
73946	ostta04g01350T0
73947	ostta04g01360T0
73948	ostta04g01380T0
73949	ostta04g01390T0
73950	ostta04g01400T0
73951	ostta04g01410T0
73952	ostta04g01420T0
73953	ostta04g01440T0
73954	ostta04g01450T0
73955	ostta04g01460T0
73956	ostta04g01470T0
73957	ostta04g01480T0
73958	ostta04g01490T0
73959	ostta04g01500T0
73960	ostta04g01510T0
73961	ostta04g01520T0
73962	ostta04g01530T0
73963	ostta04g01540T0
73964	ostta04g01550T0
73965	ostta04g01560T0
73966	ostta04g01570T0
73967	ostta04g01580T0
73968	ostta04g01590T0
73969	ostta04g01600T0
73970	ostta04g01610T0
73971	ostta04g01620T0
73972	ostta04g01630T0
73973	ostta04g01640T0
73974	ostta04g01650T0
73975	ostta04g01660T0
73976	ostta04g01670T0
73977	ostta04g01680T0
73978	ostta04g01690T0
73979	ostta04g01700T0
73980	ostta04g01710T0
73981	ostta04g01720T0
73982	ostta04g01730T0
73983	ostta04g01740T0
73984	ostta04g01745T0
73985	ostta04g01750T0
73986	ostta04g01760T0
73987	ostta04g01770T0
73988	ostta04g01780T0
73989	ostta04g01790T0
73990	ostta04g01800T0
73991	ostta04g01810T0
73992	ostta04g01820T0
73993	ostta04g01830T0
73994	ostta04g01840T0
73995	ostta04g01845T0
73996	ostta04g01850T0
73997	ostta04g01860T0
73998	ostta04g01870T0
73999	ostta04g01880T0
74000	ostta04g01890T0
74001	ostta04g01900T0
74002	ostta04g01910T0
74003	ostta04g01920T0
74004	ostta04g01930T0
74005	ostta04g01940T0
74006	ostta04g01950T0
74007	ostta04g01960T0
74008	ostta04g01970T0
74009	ostta04g01980T0
74010	ostta04g01990T0
74011	ostta04g01995T0
74012	ostta04g02000T0
74013	ostta04g02010T0
74014	ostta04g02020T0
74015	ostta04g02030T0
74016	ostta04g02040T0
74017	ostta04g02050T0
74018	ostta04g02060T0
74019	ostta04g02070T0
74020	ostta04g02080T0
74021	ostta04g02090T0
74022	ostta04g02100T0
74023	ostta04g02105T0
74024	ostta04g02110T0
74025	ostta04g02120T0
74026	ostta04g02130T0
74027	ostta04g02140T0
74028	ostta04g02150T0
74029	ostta04g02160T0
74030	ostta04g02170T0
74031	ostta04g02180T0
74032	ostta04g02190T0
74033	ostta04g02200T0
74034	ostta04g02210T0
74035	ostta04g02220T0
74036	ostta04g02230T0
74037	ostta04g02240T0
74038	ostta04g02250T0
74039	ostta04g02260T0
74040	ostta04g02270T0
74041	ostta04g02280T0
74042	ostta04g02290T0
74043	ostta04g02300T0
74044	ostta04g02310T0
74045	ostta04g02320T0
74046	ostta04g02330T0
74047	ostta04g02340T0
74048	ostta04g02350T0
74049	ostta04g02360T0
74050	ostta04g02370T0
74051	ostta04g02380T0
74052	ostta04g02390T0
74053	ostta04g02400T0
74054	ostta04g02410T0
74055	ostta04g02420T0
74056	ostta04g02430T0
74057	ostta04g02440T0
74058	ostta04g02450T0
74059	ostta04g02460T0
74060	ostta04g02480T0
74061	ostta04g02490T0
74062	ostta04g02500T0
74063	ostta04g02510T0
74064	ostta04g02520T0
74065	ostta04g02530T0
74066	ostta04g02540T0
74067	ostta04g02550T0
74068	ostta04g02560T0
74069	ostta04g02570T0
74070	ostta04g02580T0
74071	ostta04g02590T0
74072	ostta04g02600T0
74073	ostta04g02610T0
74074	ostta04g02620T0
74075	ostta04g02630T0
74076	ostta04g02640T0
74077	ostta04g02650T0
74078	ostta04g02660T0
74079	ostta04g02670T0
74080	ostta04g02680T0
74081	ostta04g02690T0
74082	ostta04g02700T0
74083	ostta04g02710T0
74084	ostta04g02720T0
74085	ostta04g02730T0
74086	ostta04g02740T0
74087	ostta04g02750T0
74088	ostta04g02760T0
74089	ostta04g02770T0
74090	ostta04g02780T0
74091	ostta04g02790T0
74092	ostta04g02800T0
74093	ostta04g02810T0
74094	ostta04g02820T0
74095	ostta04g02830T0
74096	ostta04g02840T0
74097	ostta04g02850T0
74098	ostta04g02860T0
74099	ostta04g02870T0
74100	ostta04g02880T0
74101	ostta04g02890T0
74102	ostta04g02900T0
74103	ostta04g02910T0
74104	ostta04g02920T0
74105	ostta04g02930T0
74106	ostta04g02940T0
74107	ostta04g02950T0
74108	ostta04g02960T0
74109	ostta04g02970T0
74110	ostta04g02980T0
74111	ostta04g02990T0
74112	ostta04g03000T0
74113	ostta04g03010T0
74114	ostta04g03020T0
74115	ostta04g03030T0
74116	ostta04g03040T0
74117	ostta04g03050T0
74118	ostta04g03060T0
74119	ostta04g03070T0
74120	ostta04g03080T0
74121	ostta04g03090T0
74122	ostta04g03100T0
74123	ostta04g03110T0
74124	ostta04g03120T0
74125	ostta04g03130T0
74126	ostta04g03140T0
74127	ostta04g03150T0
74128	ostta04g03160T0
74129	ostta04g03170T0
74130	ostta04g03180T0
74131	ostta04g03190T0
74132	ostta04g03200T0
74133	ostta04g03210T0
74134	ostta04g03220T0
74135	ostta04g03230T0
74136	ostta04g03240T0
74137	ostta04g03250T0
74138	ostta04g03255T0
74139	ostta04g03260T0
74140	ostta04g03270T0
74141	ostta04g03280T0
74142	ostta04g03290T0
74143	ostta04g03300T0
74144	ostta04g03310T0
74145	ostta04g03320T0
74146	ostta04g03330T0
74147	ostta04g03340T0
74148	ostta04g03350T0
74149	ostta04g03360T0
74150	ostta04g03370T0
74151	ostta04g03380T0
74152	ostta04g03390T0
74153	ostta04g03400T0
74154	ostta04g03410T0
74155	ostta04g03420T0
74156	ostta04g03430T0
74157	ostta04g03440T0
74158	ostta04g03450T0
74159	ostta04g03455T0
74160	ostta04g03460T0
74161	ostta04g03470T0
74162	ostta04g03480T0
74163	ostta04g03490T0
74164	ostta04g03500T0
74165	ostta04g03510T0
74166	ostta04g03520T0
74167	ostta04g03530T0
74168	ostta04g03540T0
74169	ostta04g03550T0
74170	ostta04g03560T0
74171	ostta04g03570T0
74172	ostta04g03580T0
74173	ostta04g03590T0
74174	ostta04g03600T0
74175	ostta04g03610T0
74176	ostta04g03620T0
74177	ostta04g03630T0
74178	ostta04g03640T0
74179	ostta04g03650T0
74180	ostta04g03660T0
74181	ostta04g03670T0
74182	ostta04g03680T0
74183	ostta04g03690T0
74184	ostta04g03700T0
74185	ostta04g03710T0
74186	ostta04g03720T0
74187	ostta04g03730T0
74188	ostta04g03740T0
74189	ostta04g03750T0
74190	ostta04g03760T0
74191	ostta04g03770T0
74192	ostta04g03780T0
74193	ostta04g03790T0
74194	ostta04g03800T0
74195	ostta04g03810T0
74196	ostta04g03820T0
74197	ostta04g03830T0
74198	ostta04g03840T0
74199	ostta04g03850T0
74200	ostta04g03860T0
74201	ostta04g03870T0
74202	ostta04g03880T0
74203	ostta04g03890T0
74204	ostta04g03900T0
74205	ostta04g03910T0
74206	ostta04g03920T0
74207	ostta04g03930T0
74208	ostta04g03940T0
74209	ostta04g03950T0
74210	ostta04g03960T0
74211	ostta04g03970T0
74212	ostta04g03980T0
74213	ostta04g03990T0
74214	ostta04g04000T0
74215	ostta04g04010T0
74216	ostta04g04020T0
74217	ostta04g04030T0
74218	ostta04g04040T0
74219	ostta04g04050T0
74220	ostta04g04060T0
74221	ostta04g04065T0
74222	ostta04g04070T0
74223	ostta04g04080T0
74224	ostta04g04090T0
74225	ostta04g04100T0
74226	ostta04g04110T0
74227	ostta04g04120T0
74228	ostta04g04130T0
74229	ostta04g04140T0
74230	ostta04g04150T0
74231	ostta04g04160T0
74232	ostta04g04170T0
74233	ostta04g04180T0
74234	ostta04g04190T0
74235	ostta04g04200T0
74236	ostta04g04210T0
74237	ostta04g04220T0
74238	ostta04g04230T0
74239	ostta04g04240T0
74240	ostta04g04250T0
74241	ostta04g04260T0
74242	ostta04g04265T0
74243	ostta04g04270T0
74244	ostta04g04280T0
74245	ostta04g04290T0
74246	ostta04g04300T0
74247	ostta04g04310T0
74248	ostta04g04320T0
74249	ostta04g04330T0
74250	ostta04g04340T0
74251	ostta04g04350T0
74252	ostta04g04360T0
74253	ostta04g04370T0
74254	ostta04g04380T0
74255	ostta04g04390T0
74256	ostta04g04400T0
74257	ostta04g04410T0
74258	ostta04g04420T0
74259	ostta04g04430T0
74260	ostta04g04440T0
74261	ostta04g04450T0
74262	ostta04g04460T0
74263	ostta04g04470T0
74264	ostta04g04480T0
74265	ostta04g04490T0
74266	ostta04g04500T0
74267	ostta04g04510T0
74268	ostta04g04520T0
74269	ostta04g04530T0
74270	ostta04g04540T0
74271	ostta04g04550T0
74272	ostta04g04560T0
74273	ostta04g04570T0
74274	ostta04g04580T0
74275	ostta04g04590T0
74276	ostta04g04600T0
74277	ostta04g04630T0
74278	ostta04g04640T0
74279	ostta04g04650T0
74280	ostta04g04660T0
74281	ostta04g04670T0
74282	ostta04g04680T0
74283	ostta04g04690T0
74284	ostta04g04700T0
74285	ostta04g04710T0
74286	ostta04g04720T0
74287	ostta04g04730T0
74288	ostta04g04740T0
74289	ostta04g04750T0
74290	ostta04g04760T0
74291	ostta04g04770T0
74292	ostta04g04780T0
74293	ostta04g04790T0
74294	ostta04g04820T0
74295	ostta04g04830T0
74296	ostta04g04840T0
74297	ostta04g04850T0
74298	ostta04g04860T0
74299	ostta04g04870T0
74300	ostta04g04880T0
74301	ostta04g04890T0
74302	ostta04g04900T0
74303	ostta04g04910T0
74304	ostta04g04920T0
74305	ostta04g04930T0
74306	ostta04g04940T0
74307	ostta04g04950T0
74308	ostta04g04960T0
74309	ostta04g04970T0
74310	ostta04g04980T0
74311	ostta04g04990T0
74312	ostta04g05000T0
74313	ostta04g05010T0
74314	ostta04g05020T0
74315	ostta04g05030T0
74316	ostta04g05040T0
74317	ostta04g05050T0
74318	ostta04g05060T0
74319	ostta04g05070T0
74320	ostta04g05080T0
74321	ostta04g05090T0
74322	ostta04g05100T0
74323	ostta04g05110T0
74324	ostta04g05120T0
74325	ostta04g05130T0
74326	ostta04g05140T0
74327	ostta04g05150T0
74328	ostta04g05160T0
74329	ostta04g05170T0
74330	ostta04g05180T0
74331	ostta04g05190T0
74332	ostta04g05200T0
74333	ostta04g05210T0
74334	ostta04g05220T0
74335	ostta04g05230T0
74336	ostta04g05240T0
74337	ostta04g05250T0
74338	ostta04g05260T0
74339	ostta04g05270T0
74340	ostta04g05280T0
74341	ostta04g05300T0
74342	ostta04g05310T0
74343	ostta04g05320T0
74344	ostta04g05330T0
74345	ostta04g05340T0
74346	ostta04g05350T0
74347	ostta04g05360T0
74348	ostta04g05370T0
74349	ostta04g05380T0
74350	ostta04g05390T0
74351	ostta04g05400T0
74352	ostta04g05410T0
74353	ostta04g05420T0
74354	ostta04g05430T0
74355	ostta04g05440T0
74356	ostta04g05450T0
74357	ostta04g05460T0
74358	ostta04g05470T0
74359	ostta04g05480T0
74360	ostta04g05490T0
74361	ostta04g05500T0
74362	ostta04g05510T0
74363	ostta04g05530T0
74364	ostta04g05540T0
74365	ostta04g05550T0
74366	ostta04g05560T0
74367	ostta04g05570T0
74368	ostta04g05580T0
74369	ostta04g05590T0
74370	ostta04g05600T0
74371	ostta05g00010T0
74372	ostta05g00020T0
74373	ostta05g00030T0
74374	ostta05g00040T0
74375	ostta05g00050T0
74376	ostta05g00060T0
74377	ostta05g00070T0
74378	ostta05g00075T0
74379	ostta05g00080T0
74380	ostta05g00090T0
74381	ostta05g00100T0
74382	ostta05g00110T0
74383	ostta05g00120T0
74384	ostta05g00130T0
74385	ostta05g00140T0
74386	ostta05g00150T0
74387	ostta05g00160T0
74388	ostta05g00170T0
74389	ostta05g00180T0
74390	ostta05g00190T0
74391	ostta05g00200T0
74392	ostta05g00210T0
74393	ostta05g00220T0
74394	ostta05g00225T0
74395	ostta05g00230T0
74396	ostta05g00240T0
74397	ostta05g00250T0
74398	ostta05g00260T0
74399	ostta05g00270T0
74400	ostta05g00280T0
74401	ostta05g00290T0
74402	ostta05g00300T0
74403	ostta05g00310T0
74404	ostta05g00320T0
74405	ostta05g00330T0
74406	ostta05g00340T0
74407	ostta05g00350T0
74408	ostta05g00360T0
74409	ostta05g00370T0
74410	ostta05g00380T0
74411	ostta05g00390T0
74412	ostta05g00400T0
74413	ostta05g00410T0
74414	ostta05g00420T0
74415	ostta05g00430T0
74416	ostta05g00440T0
74417	ostta05g00450T0
74418	ostta05g00460T0
74419	ostta05g00470T0
74420	ostta05g00480T0
74421	ostta05g00490T0
74422	ostta05g00500T0
74423	ostta05g00510T0
74424	ostta05g00520T0
74425	ostta05g00530T0
74426	ostta05g00540T0
74427	ostta05g00550T0
74428	ostta05g00560T0
74429	ostta05g00570T0
74430	ostta05g00580T0
74431	ostta05g00590T0
74432	ostta05g00600T0
74433	ostta05g00610T0
74434	ostta05g00620T0
74435	ostta05g00630T0
