TID	TRANSNAME
71208	ostta14g01330T0
71209	ostta14g01340T0
71210	ostta14g01345T0
71211	ostta14g01350T0
71212	ostta14g01355T0
71213	ostta14g01360T0
71214	ostta14g01365T0
71215	ostta14g01370T0
71216	ostta14g01380T0
71217	ostta14g01385T0
71218	ostta14g01387T0
71219	ostta14g01388T0
71220	ostta14g01390T0
71221	ostta14g01400T0
71222	ostta14g01410T0
71223	ostta14g01420T0
71224	ostta14g01430T0
71225	ostta14g01435T0
71226	ostta14g01440T0
71227	ostta14g01450T0
71228	ostta14g01460T0
71229	ostta14g01470T0
71230	ostta14g01480T0
71231	ostta14g01485T0
71232	ostta14g01490T0
71233	ostta14g01500T0
71234	ostta14g01510T0
71235	ostta14g01520T0
71236	ostta14g01530T0
71237	ostta14g01540T0
71238	ostta14g01550T0
71239	ostta14g01555T0
71240	ostta14g01570T0
71241	ostta14g01580T0
71242	ostta14g01590T0
71243	ostta14g01600T0
71244	ostta14g01610T0
71245	ostta14g01620T0
71246	ostta14g01630T0
71247	ostta14g01635T0
71248	ostta14g01640T0
71249	ostta14g01650T0
71250	ostta14g01660T0
71251	ostta14g01665T0
71252	ostta14g01670T0
71253	ostta14g01680T0
71254	ostta14g01690T0
71255	ostta14g01695T0
71256	ostta14g01700T0
71257	ostta14g01710T0
71258	ostta14g01720T0
71259	ostta14g01730T0
71260	ostta14g01740T0
71261	ostta14g01750T0
71262	ostta14g01760T0
71263	ostta14g01770T0
71264	ostta14g01780T0
71265	ostta14g01790T0
71266	ostta14g01800T0
71267	ostta14g01810T0
71268	ostta14g01820T0
71269	ostta14g01830T0
71270	ostta14g01840T0
71271	ostta14g01850T0
71272	ostta14g01860T0
71273	ostta14g01870T0
71274	ostta14g01880T0
71275	ostta14g01890T0
71276	ostta14g01900T0
71277	ostta14g01910T0
71278	ostta14g01920T0
71279	ostta14g01930T0
71280	ostta14g01940T0
71281	ostta14g01950T0
71282	ostta14g01960T0
71283	ostta14g01970T0
71284	ostta14g01980T0
71285	ostta14g01990T0
71286	ostta14g02000T0
71287	ostta14g02010T0
71288	ostta14g02020T0
71289	ostta14g02030T0
71290	ostta14g02040T0
71291	ostta14g02050T0
71292	ostta14g02070T0
71293	ostta14g02080T0
71294	ostta14g02090T0
71295	ostta14g02100T0
71296	ostta14g02110T0
71297	ostta14g02120T0
71298	ostta14g02130T0
71299	ostta14g02140T0
71300	ostta14g02150T0
71301	ostta14g02160T0
71302	ostta14g02170T0
71303	ostta14g02180T0
71304	ostta14g02190T0
71305	ostta14g02197T0
71306	ostta14g02200T0
71307	ostta14g02210T0
71308	ostta14g02220T0
71309	ostta14g02230T0
71310	ostta14g02235T0
71311	ostta14g02240T0
71312	ostta14g02250T0
71313	ostta14g02260T0
71314	ostta14g02270T0
71315	ostta14g02280T0
71316	ostta14g02290T0
71317	ostta14g02300T0
71318	ostta14g02310T0
71319	ostta14g02320T0
71320	ostta14g02330T0
71321	ostta14g02340T0
71322	ostta14g02345T0
71323	ostta14g02350T0
71324	ostta14g02360T0
71325	ostta14g02370T0
71326	ostta14g02380T0
71327	ostta14g02390T0
71328	ostta14g02400T0
71329	ostta14g02410T0
71330	ostta14g02420T0
71331	ostta14g02430T0
71332	ostta14g02440T0
71333	ostta14g02450T0
71334	ostta14g02460T0
71335	ostta14g02470T0
71336	ostta14g02475T0
71337	ostta14g02480T0
71338	ostta14g02490T0
71339	ostta14g02495T0
71340	ostta14g02500T0
71341	ostta14g02510T0
71342	ostta14g02520T0
71343	ostta14g02530T0
71344	ostta14g02540T0
71345	ostta14g02550T0
71346	ostta14g02560T0
71347	ostta14g02570T0
71348	ostta14g02580T0
71349	ostta14g02590T0
71350	ostta14g02600T0
71351	ostta14g02610T0
71352	ostta14g02620T0
71353	ostta14g02630T0
71354	ostta14g02635T0
71355	ostta14g02640T0
71356	ostta14g02650T0
71357	ostta14g02660T0
71358	ostta14g02670T0
71359	ostta14g02680T0
71360	ostta14g02690T0
71361	ostta14g02695T0
71362	ostta14g02700T0
71363	ostta14g02710T0
71364	ostta14g02720T0
71365	ostta14g02730T0
71366	ostta14g02740T0
71367	ostta14g02750T0
71368	ostta14g02760T0
71369	ostta14g02770T0
71370	ostta14g02775T0
71371	ostta14g02780T0
71372	ostta14g02790T0
71373	ostta14g02795T0
71374	ostta14g02800T0
71375	ostta14g02810T0
71376	ostta14g02820T0
71377	ostta14g02830T0
71378	ostta14g02840T0
71379	ostta14g02845T0
71380	ostta14g02850T0
71381	ostta14g02860T0
71382	ostta14g02870T0
71383	ostta14g02880T0
71384	ostta14g02890T0
71385	ostta14g02900T0
71386	ostta14g02910T0
71387	ostta14g02920T0
71388	ostta14g02930T0
71389	ostta14g02935T0
71390	ostta14g02940T0
71391	ostta14g02945T0
71392	ostta14g02950T0
71393	ostta14g02960T0
71394	ostta14g02970T0
71395	ostta14g02980T0
71396	ostta14g02990T0
71397	ostta14g03000T0
71398	ostta14g03010T0
71399	ostta14g03020T0
71400	ostta14g03030T0
71401	ostta14g03040T0
71402	ostta14g03050T0
71403	ostta14g03060T0
71404	ostta14g03070T0
71405	ostta14g03080T0
71406	ostta15g00010T0
71407	ostta15g00020T0
71408	ostta15g00030T0
71409	ostta15g00035T0
71410	ostta15g00040T0
71411	ostta15g00045T0
71412	ostta15g00050T0
71413	ostta15g00060T0
71414	ostta15g00070T0
71415	ostta15g00080T0
71416	ostta15g00090T0
71417	ostta15g00100T0
71418	ostta15g00110T0
71419	ostta15g00120T0
71420	ostta15g00130T0
71421	ostta15g00140T0
71422	ostta15g00150T0
71423	ostta15g00160T0
71424	ostta15g00170T0
71425	ostta15g00180T0
71426	ostta15g00190T0
71427	ostta15g00195T0
71428	ostta15g00200T0
71429	ostta15g00210T0
71430	ostta15g00220T0
71431	ostta15g00230T0
71432	ostta15g00240T0
71433	ostta15g00250T0
71434	ostta15g00260T0
71435	ostta15g00270T0
71436	ostta15g00280T0
71437	ostta15g00290T0
71438	ostta15g00300T0
71439	ostta15g00310T0
71440	ostta15g00320T0
71441	ostta15g00330T0
71442	ostta15g00340T0
71443	ostta15g00350T0
71444	ostta15g00360T0
71445	ostta15g00370T0
71446	ostta15g00375T0
71447	ostta15g00380T0
71448	ostta15g00390T0
71449	ostta15g00400T0
71450	ostta15g00405T0
71451	ostta15g00410T0
71452	ostta15g00420T0
71453	ostta15g00430T0
71454	ostta15g00440T0
71455	ostta15g00450T0
71456	ostta15g00460T0
71457	ostta15g00470T0
71458	ostta15g00480T0
71459	ostta15g00485T0
71460	ostta15g00490T0
71461	ostta15g00500T0
71462	ostta15g00510T0
71463	ostta15g00530T0
71464	ostta15g00540T0
71465	ostta15g00560T0
71466	ostta15g00570T0
71467	ostta15g00575T0
71468	ostta15g00580T0
71469	ostta15g00590T0
71470	ostta15g00600T0
71471	ostta15g00610T0
71472	ostta15g00620T0
71473	ostta15g00630T0
71474	ostta15g00640T0
71475	ostta15g00650T0
71476	ostta15g00660T0
71477	ostta15g00670T0
71478	ostta15g00680T0
71479	ostta15g00690T0
71480	ostta15g00700T0
71481	ostta15g00710T0
71482	ostta15g00720T0
71483	ostta15g00730T0
71484	ostta15g00740T0
71485	ostta15g00750T0
71486	ostta15g00760T0
71487	ostta15g00765T0
71488	ostta15g00770T0
71489	ostta15g00780T0
71490	ostta15g00790T0
71491	ostta15g00800T0
71492	ostta15g00810T0
71493	ostta15g00820T0
71494	ostta15g00830T0
71495	ostta15g00840T0
71496	ostta15g00850T0
71497	ostta15g00860T0
71498	ostta15g00870T0
71499	ostta15g00880T0
71500	ostta15g00890T0
71501	ostta15g00900T0
71502	ostta15g00910T0
71503	ostta15g00920T0
71504	ostta15g00930T0
71505	ostta15g00940T0
71506	ostta15g00950T0
71507	ostta15g00955T0
71508	ostta15g00960T0
71509	ostta15g00970T0
71510	ostta15g00980T0
71511	ostta15g00990T0
71512	ostta15g01000T0
71513	ostta15g01010T0
71514	ostta15g01020T0
71515	ostta15g01030T0
71516	ostta15g01040T0
71517	ostta15g01050T0
71518	ostta15g01060T0
71519	ostta15g01070T0
71520	ostta15g01075T0
71521	ostta15g01080T0
71522	ostta15g01090T0
71523	ostta15g01100T0
71524	ostta15g01105T0
71525	ostta15g01110T0
71526	ostta15g01120T0
71527	ostta15g01130T0
71528	ostta15g01140T0
71529	ostta15g01150T0
71530	ostta15g01160T0
71531	ostta15g01170T0
71532	ostta15g01180T0
71533	ostta15g01190T0
71534	ostta15g01200T0
71535	ostta15g01210T0
71536	ostta15g01220T0
71537	ostta15g01230T0
71538	ostta15g01240T0
71539	ostta15g01250T0
71540	ostta15g01260T0
71541	ostta15g01265T0
71542	ostta15g01270T0
71543	ostta15g01280T0
71544	ostta15g01290T0
71545	ostta15g01300T0
71546	ostta15g01310T0
71547	ostta15g01320T0
71548	ostta15g01325T0
71549	ostta15g01330T0
71550	ostta15g01340T0
71551	ostta15g01350T0
71552	ostta15g01360T0
71553	ostta15g01370T0
71554	ostta15g01380T0
71555	ostta15g01390T0
71556	ostta15g01400T0
71557	ostta15g01410T0
71558	ostta15g01420T0
71559	ostta15g01430T0
71560	ostta15g01440T0
71561	ostta15g01450T0
71562	ostta15g01460T0
71563	ostta15g01470T0
71564	ostta15g01480T0
71565	ostta15g01490T0
71566	ostta15g01495T0
71567	ostta15g01500T0
71568	ostta15g01510T0
71569	ostta15g01520T0
71570	ostta15g01530T0
71571	ostta15g01540T0
71572	ostta15g01550T0
71573	ostta15g01560T0
71574	ostta15g01570T0
71575	ostta15g01580T0
71576	ostta15g01590T0
71577	ostta15g01610T0
71578	ostta15g01620T0
71579	ostta15g01630T0
71580	ostta15g01640T0
71581	ostta15g01650T0
71582	ostta15g01660T0
71583	ostta15g01670T0
71584	ostta15g01680T0
71585	ostta15g01690T0
71586	ostta15g01700T0
71587	ostta15g01710T0
71588	ostta15g01720T0
71589	ostta15g01730T0
71590	ostta15g01735T0
71591	ostta15g01740T0
71592	ostta15g01750T0
71593	ostta15g01760T0
71594	ostta15g01770T0
71595	ostta15g01780T0
71596	ostta15g01790T0
71597	ostta15g01800T0
71598	ostta15g01810T0
71599	ostta15g01820T0
71600	ostta15g01830T0
71601	ostta15g01840T0
71602	ostta15g01850T0
71603	ostta15g01860T0
71604	ostta15g01870T0
71605	ostta15g01880T0
71606	ostta15g01890T0
71607	ostta15g01900T0
71608	ostta15g01910T0
71609	ostta15g01920T0
71610	ostta15g01930T0
71611	ostta15g01940T0
71612	ostta15g01950T0
71613	ostta15g01960T0
71614	ostta15g01970T0
71615	ostta15g01980T0
71616	ostta15g01990T0
71617	ostta15g02000T0
71618	ostta15g02010T0
71619	ostta15g02020T0
71620	ostta15g02030T0
71621	ostta15g02040T0
71622	ostta15g02050T0
71623	ostta15g02060T0
71624	ostta15g02070T0
71625	ostta15g02080T0
71626	ostta15g02090T0
71627	ostta15g02100T0
71628	ostta15g02110T0
71629	ostta15g02120T0
71630	ostta15g02130T0
71631	ostta15g02140T0
71632	ostta15g02150T0
71633	ostta15g02160T0
71634	ostta15g02170T0
71635	ostta15g02180T0
71636	ostta15g02190T0
71637	ostta15g02200T0
71638	ostta15g02207T0
71639	ostta15g02210T0
71640	ostta15g02220T0
71641	ostta15g02230T0
71642	ostta15g02235T0
71643	ostta15g02240T0
71644	ostta15g02250T0
71645	ostta15g02260T0
71646	ostta15g02270T0
71647	ostta15g02280T0
71648	ostta15g02290T0
71649	ostta15g02300T0
71650	ostta15g02310T0
71651	ostta15g02320T0
71652	ostta15g02325T0
71653	ostta15g02330T0
71654	ostta15g02340T0
71655	ostta15g02350T0
71656	ostta15g02360T0
71657	ostta15g02370T0
71658	ostta15g02380T0
71659	ostta15g02385T0
71660	ostta15g02390T0
71661	ostta15g02400T0
71662	ostta15g02410T0
71663	ostta15g02420T0
71664	ostta15g02430T0
71665	ostta15g02440T0
71666	ostta15g02450T0
71667	ostta15g02455T0
71668	ostta15g02460T0
71669	ostta15g02470T0
71670	ostta15g02475T0
71671	ostta15g02480T0
71672	ostta15g02490T0
71673	ostta15g02500T0
71674	ostta15g02510T0
71675	ostta15g02520T0
71676	ostta15g02530T0
71677	ostta15g02540T0
71678	ostta15g02550T0
71679	ostta15g02555T0
71680	ostta15g02560T0
71681	ostta15g02570T0
71682	ostta15g02580T0
71683	ostta15g02590T0
71684	ostta15g02620T0
71685	ostta15g02630T0
71686	ostta15g02640T0
71687	ostta15g02650T0
71688	ostta15g02660T0
71689	ostta15g02670T0
71690	ostta15g02680T0
71691	ostta15g02690T0
71692	ostta15g02700T0
71693	ostta15g02710T0
71694	ostta15g02720T0
71695	ostta15g02730T0
71696	ostta15g02740T0
71697	ostta15g02750T0
71698	ostta15g02760T0
71699	ostta15g02770T0
71700	ostta15g02780T0
71701	ostta15g02790T0
71702	ostta15g02795T0
71703	ostta15g02800T0
71704	ostta15g02805T0
71705	ostta15g02810T0
71706	ostta15g02820T0
71707	ostta15g02830T0
71708	ostta15g02840T0
71709	ostta15g02850T0
71710	ostta15g02860T0
71711	ostta15g02870T0
71712	ostta15g02875T0
71713	ostta15g02880T0
71714	ostta15g02890T0
71715	ostta15g02900T0
71716	ostta15g02905T0
71717	ostta15g02910T0
71718	ostta15g02920T0
71719	ostta15g02930T0
71720	ostta16g00010T0
71721	ostta16g00020T0
71722	ostta16g00030T0
71723	ostta16g00040T0
71724	ostta16g00050T0
71725	ostta16g00060T0
71726	ostta16g00070T0
71727	ostta16g00080T0
71728	ostta16g00090T0
71729	ostta16g00100T0
71730	ostta16g00110T0
71731	ostta16g00120T0
71732	ostta16g00130T0
71733	ostta16g00140T0
71734	ostta16g00150T0
71735	ostta16g00160T0
71736	ostta16g00170T0
71737	ostta16g00180T0
71738	ostta16g00190T0
71739	ostta16g00200T0
71740	ostta16g00210T0
71741	ostta16g00220T0
71742	ostta16g00230T0
71743	ostta16g00240T0
71744	ostta16g00250T0
71745	ostta16g00260T0
71746	ostta16g00270T0
71747	ostta16g00280T0
71748	ostta16g00290T0
71749	ostta16g00300T0
71750	ostta16g00310T0
71751	ostta16g00320T0
71752	ostta16g00330T0
71753	ostta16g00340T0
71754	ostta16g00350T0
71755	ostta16g00360T0
71756	ostta16g00370T0
71757	ostta16g00380T0
71758	ostta16g00390T0
71759	ostta16g00400T0
71760	ostta16g00405T0
71761	ostta16g00410T0
71762	ostta16g00420T0
71763	ostta16g00430T0
71764	ostta16g00440T0
71765	ostta16g00450T0
71766	ostta16g00460T0
71767	ostta16g00470T0
71768	ostta16g00480T0
71769	ostta16g00490T0
71770	ostta16g00500T0
71771	ostta16g00510T0
71772	ostta16g00515T0
71773	ostta16g00520T0
71774	ostta16g00530T0
71775	ostta16g00540T0
71776	ostta16g00545T0
71777	ostta16g00550T0
71778	ostta16g00560T0
71779	ostta16g00570T0
71780	ostta16g00580T0
71781	ostta16g00590T0
71782	ostta16g00600T0
71783	ostta16g00610T0
71784	ostta16g00620T0
71785	ostta16g00630T0
71786	ostta16g00640T0
71787	ostta16g00650T0
71788	ostta16g00660T0
71789	ostta16g00670T0
71790	ostta16g00680T0
71791	ostta16g00690T0
71792	ostta16g00700T0
71793	ostta16g00710T0
71794	ostta16g00720T0
71795	ostta16g00730T0
71796	ostta16g00740T0
71797	ostta16g00750T0
71798	ostta16g00760T0
71799	ostta16g00765T0
71800	ostta16g00770T0
71801	ostta16g00780T0
71802	ostta16g00790T0
71803	ostta16g00800T0
71804	ostta16g00810T0
71805	ostta16g00820T0
71806	ostta16g00830T0
71807	ostta16g00840T0
71808	ostta16g00850T0
71809	ostta16g00860T0
71810	ostta16g00870T0
71811	ostta16g00880T0
71812	ostta16g00890T0
71813	ostta16g00900T0
71814	ostta16g00910T0
71815	ostta16g00920T0
71816	ostta16g00930T0
71817	ostta16g00940T0
71818	ostta16g00950T0
71819	ostta16g00960T0
71820	ostta16g00970T0
71821	ostta16g00980T0
71822	ostta16g00990T0
71823	ostta16g01000T0
71824	ostta16g01010T0
71825	ostta16g01020T0
71826	ostta16g01030T0
71827	ostta16g01040T0
71828	ostta16g01050T0
71829	ostta16g01060T0
71830	ostta16g01070T0
71831	ostta16g01080T0
71832	ostta16g01090T0
71833	ostta16g01095T0
71834	ostta16g01100T0
71835	ostta16g01110T0
71836	ostta16g01120T0
71837	ostta16g01130T0
71838	ostta16g01140T0
71839	ostta16g01145T0
71840	ostta16g01150T0
71841	ostta16g01160T0
71842	ostta16g01170T0
71843	ostta16g01180T0
71844	ostta16g01190T0
71845	ostta16g01200T0
71846	ostta16g01210T0
71847	ostta16g01220T0
71848	ostta16g01230T0
71849	ostta16g01240T0
71850	ostta16g01250T0
71851	ostta16g01255T0
71852	ostta16g01260T0
71853	ostta16g01270T0
71854	ostta16g01280T0
71855	ostta16g01290T0
71856	ostta16g01295T0
71857	ostta16g01300T0
71858	ostta16g01310T0
71859	ostta16g01320T0
71860	ostta16g01330T0
71861	ostta16g01340T0
71862	ostta16g01350T0
71863	ostta16g01355T0
71864	ostta16g01360T0
71865	ostta16g01370T0
71866	ostta16g01380T0
71867	ostta16g01390T0
71868	ostta16g01400T0
71869	ostta16g01410T0
71870	ostta16g01420T0
71871	ostta16g01430T0
71872	ostta16g01440T0
71873	ostta16g01450T0
71874	ostta16g01460T0
71875	ostta16g01465T0
71876	ostta16g01470T0
71877	ostta16g01480T0
71878	ostta16g01490T0
71879	ostta16g01500T0
71880	ostta16g01510T0
71881	ostta16g01520T0
71882	ostta16g01530T0
71883	ostta16g01540T0
71884	ostta16g01550T0
71885	ostta16g01560T0
71886	ostta16g01570T0
71887	ostta16g01580T0
71888	ostta16g01590T0
71889	ostta16g01595T0
71890	ostta16g01597T0
71891	ostta16g01600T0
71892	ostta16g01610T0
71893	ostta16g01620T0
71894	ostta16g01630T0
71895	ostta16g01635T0
71896	ostta16g01640T0
71897	ostta16g01650T0
71898	ostta16g01660T0
71899	ostta16g01670T0
71900	ostta16g01680T0
71901	ostta16g01690T0
71902	ostta16g01700T0
71903	ostta16g01710T0
71904	ostta16g01720T0
71905	ostta16g01730T0
71906	ostta16g01740T0
71907	ostta16g01750T0
71908	ostta16g01760T0
71909	ostta16g01770T0
71910	ostta16g01780T0
71911	ostta16g01790T0
71912	ostta16g01795T0
71913	ostta16g01800T0
71914	ostta16g01810T0
71915	ostta16g01820T0
71916	ostta16g01830T0
71917	ostta16g01840T0
71918	ostta16g01850T0
71919	ostta16g01860T0
71920	ostta16g01870T0
71921	ostta16g01880T0
71922	ostta16g01885T0
71923	ostta16g01890T0
71924	ostta16g01900T0
71925	ostta16g01910T0
71926	ostta16g01920T0
71927	ostta16g01930T0
71928	ostta16g01940T0
71929	ostta16g01950T0
71930	ostta16g01960T0
71931	ostta16g01970T0
71932	ostta16g01980T0
71933	ostta16g01990T0
71934	ostta16g02000T0
71935	ostta16g02010T0
71936	ostta16g02015T0
71937	ostta16g02020T0
71938	ostta16g02025T0
71939	ostta16g02030T0
71940	ostta16g02040T0
71941	ostta16g02045T0
71942	ostta16g02050T0
71943	ostta16g02060T0
71944	ostta16g02065T0
71945	ostta16g02070T0
71946	ostta16g02075T0
71947	ostta16g02080T0
71948	ostta16g02090T0
71949	ostta16g02100T0
71950	ostta16g02105T0
71951	ostta16g02110T0
71952	ostta16g02120T0
71953	ostta16g02130T0
71954	ostta16g02140T0
71955	ostta16g02150T0
71956	ostta16g02160T0
71957	ostta16g02170T0
71958	ostta16g02180T0
71959	ostta16g02190T0
71960	ostta16g02195T0
71961	ostta16g02200T0
71962	ostta16g02210T0
71963	ostta16g02220T0
71964	ostta16g02230T0
71965	ostta16g02240T0
71966	ostta16g02245T0
71967	ostta16g02250T0
71968	ostta16g02260T0
71969	ostta16g02270T0
71970	ostta16g02280T0
71971	ostta16g02290T0
71972	ostta16g02300T0
71973	ostta16g02310T0
71974	ostta16g02320T0
71975	ostta16g02330T0
71976	ostta16g02340T0
71977	ostta16g02345T0
71978	ostta16g02347T0
71979	ostta16g02350T0
71980	ostta16g02360T0
71981	ostta16g02370T0
71982	ostta16g02375T0
71983	ostta16g02380T0
71984	ostta16g02390T0
71985	ostta16g02400T0
71986	ostta16g02410T0
71987	ostta16g02415T0
71988	ostta16g02420T0
71989	ostta16g02430T0
71990	ostta16g02440T0
71991	ostta16g02450T0
71992	ostta16g02460T0
71993	ostta16g02470T0
71994	ostta16g02480T0
71995	ostta16g02490T0
71996	ostta16g02500T0
71997	ostta16g02510T0
71998	ostta16g02520T0
71999	ostta16g02530T0
72000	ostta16g02535T0
72001	ostta16g02540T0
72002	ostta16g02550T0
72003	ostta16g02560T0
72004	ostta16g02570T0
72005	ostta16g02575T0
72006	ostta16g02580T0
72007	ostta16g02590T0
72008	ostta16g02600T0
72009	ostta16g02610T0
72010	ostta16g02620T0
72011	ostta16g02630T0
72012	ostta16g02640T0
72013	ostta16g02650T0
72014	ostta16g02660T0
72015	ostta16g02670T0
72016	ostta16g02675T0
72017	ostta16g02677T0
72018	ostta16g02680T0
72019	ostta16g02685T0
72020	ostta16g02690T0
72021	ostta16g02700T0
72022	ostta16g02710T0
72023	ostta16g02720T0
72024	ostta16g02730T0
72025	ostta17g00010T0
72026	ostta17g00020T0
72027	ostta17g00025T0
72028	ostta17g00030T0
72029	ostta17g00040T0
72030	ostta17g00050T0
72031	ostta17g00060T0
72032	ostta17g00065T0
72033	ostta17g00067T0
72034	ostta17g00070T0
72035	ostta17g00080T0
72036	ostta17g00090T0
72037	ostta17g00100T0
72038	ostta17g00110T0
72039	ostta17g00120T0
72040	ostta17g00130T0
72041	ostta17g00140T0
72042	ostta17g00150T0
72043	ostta17g00160T0
72044	ostta17g00165T0
72045	ostta17g00170T0
72046	ostta17g00180T0
72047	ostta17g00190T0
72048	ostta17g00200T0
72049	ostta17g00210T0
72050	ostta17g00220T0
72051	ostta17g00230T0
72052	ostta17g00240T0
72053	ostta17g00250T0
72054	ostta17g00260T0
72055	ostta17g00270T0
72056	ostta17g00275T0
72057	ostta17g00280T0
72058	ostta17g00290T0
72059	ostta17g00300T0
72060	ostta17g00310T0
72061	ostta17g00320T0
72062	ostta17g00330T0
72063	ostta17g00340T0
72064	ostta17g00350T0
72065	ostta17g00360T0
72066	ostta17g00370T0
72067	ostta17g00380T0
72068	ostta17g00390T0
72069	ostta17g00400T0
72070	ostta17g00410T0
72071	ostta17g00420T0
72072	ostta17g00430T0
72073	ostta17g00440T0
72074	ostta17g00450T0
72075	ostta17g00460T0
72076	ostta17g00470T0
72077	ostta17g00480T0
72078	ostta17g00490T0
72079	ostta17g00500T0
72080	ostta17g00510T0
72081	ostta17g00520T0
72082	ostta17g00530T0
72083	ostta17g00540T0
72084	ostta17g00550T0
72085	ostta17g00560T0
72086	ostta17g00570T0
72087	ostta17g00580T0
72088	ostta17g00590T0
72089	ostta17g00600T0
72090	ostta17g00610T0
72091	ostta17g00620T0
72092	ostta17g00630T0
72093	ostta17g00640T0
72094	ostta17g00650T0
72095	ostta17g00660T0
72096	ostta17g00670T0
72097	ostta17g00680T0
72098	ostta17g00690T0
72099	ostta17g00700T0
72100	ostta17g00720T0
72101	ostta17g00730T0
72102	ostta17g00740T0
72103	ostta17g00750T0
72104	ostta17g00760T0
72105	ostta17g00770T0
72106	ostta17g00780T0
72107	ostta17g00790T0
72108	ostta17g00795T0
72109	ostta17g00800T0
72110	ostta17g00810T0
72111	ostta17g00820T0
72112	ostta17g00830T0
72113	ostta17g00840T0
72114	ostta17g00850T0
72115	ostta17g00860T0
72116	ostta17g00870T0
72117	ostta17g00880T0
72118	ostta17g00890T0
72119	ostta17g00900T0
72120	ostta17g00910T0
72121	ostta17g00920T0
72122	ostta17g00930T0
72123	ostta17g00940T0
72124	ostta17g00950T0
72125	ostta17g00960T0
72126	ostta17g00970T0
72127	ostta17g00980T0
72128	ostta17g00990T0
72129	ostta17g01000T0
72130	ostta17g01010T0
72131	ostta17g01020T0
72132	ostta17g01030T0
72133	ostta17g01035T0
72134	ostta17g01040T0
72135	ostta17g01050T0
72136	ostta17g01060T0
72137	ostta17g01070T0
72138	ostta17g01080T0
72139	ostta17g01090T0
72140	ostta17g01100T0
72141	ostta17g01110T0
72142	ostta17g01120T0
72143	ostta17g01130T0
72144	ostta17g01140T0
72145	ostta17g01150T0
72146	ostta17g01160T0
72147	ostta17g01170T0
72148	ostta17g01180T0
72149	ostta17g01190T0
72150	ostta17g01200T0
72151	ostta17g01210T0
72152	ostta17g01220T0
72153	ostta17g01230T0
72154	ostta17g01240T0
72155	ostta17g01250T0
72156	ostta17g01255T0
72157	ostta17g01260T0
72158	ostta17g01270T0
72159	ostta17g01280T0
72160	ostta17g01290T0
72161	ostta17g01300T0
72162	ostta17g01310T0
72163	ostta17g01320T0
72164	ostta17g01330T0
72165	ostta17g01340T0
72166	ostta17g01350T0
72167	ostta17g01355T0
72168	ostta17g01360T0
72169	ostta17g01365T0
72170	ostta17g01370T0
72171	ostta17g01380T0
72172	ostta17g01390T0
72173	ostta17g01400T0
72174	ostta17g01410T0
72175	ostta17g01420T0
72176	ostta17g01430T0
72177	ostta17g01440T0
72178	ostta17g01450T0
72179	ostta17g01460T0
72180	ostta17g01470T0
72181	ostta17g01480T0
72182	ostta17g01490T0
72183	ostta17g01500T0
72184	ostta17g01510T0
72185	ostta17g01520T0
72186	ostta17g01530T0
72187	ostta17g01540T0
72188	ostta17g01550T0
72189	ostta17g01560T0
72190	ostta17g01570T0
72191	ostta17g01580T0
72192	ostta17g01590T0
72193	ostta17g01600T0
72194	ostta17g01610T0
72195	ostta17g01620T0
72196	ostta17g01630T0
72197	ostta17g01640T0
72198	ostta17g01650T0
72199	ostta17g01660T0
72200	ostta17g01670T0
72201	ostta17g01680T0
72202	ostta17g01690T0
72203	ostta17g01700T0
72204	ostta17g01710T0
72205	ostta17g01720T0
72206	ostta17g01730T0
72207	ostta17g01740T0
72208	ostta17g01750T0
72209	ostta17g01760T0
72210	ostta17g01770T0
72211	ostta17g01780T0
72212	ostta17g01790T0
72213	ostta17g01800T0
72214	ostta17g01810T0
72215	ostta17g01820T0
72216	ostta17g01830T0
72217	ostta17g01835T0
72218	ostta17g01840T0
72219	ostta17g01850T0
72220	ostta17g01860T0
72221	ostta17g01870T0
72222	ostta17g01880T0
72223	ostta17g01885T0
72224	ostta17g01890T0
72225	ostta17g01895T0
72226	ostta17g01900T0
72227	ostta17g01910T0
72228	ostta17g01920T0
72229	ostta17g01930T0
72230	ostta17g01940T0
72231	ostta17g01950T0
72232	ostta17g01960T0
72233	ostta17g01970T0
72234	ostta17g01980T0
72235	ostta17g01990T0
72236	ostta17g02000T0
72237	ostta17g02005T0
72238	ostta17g02007T0
72239	ostta17g02008T0
72240	ostta17g02010T0
72241	ostta17g02020T0
72242	ostta17g02030T0
72243	ostta17g02060T0
72244	ostta17g02070T0
72245	ostta17g02075T0
72246	ostta17g02080T0
72247	ostta17g02090T0
72248	ostta17g02100T0
72249	ostta17g02110T0
72250	ostta17g02120T0
72251	ostta17g02130T0
72252	ostta17g02140T0
72253	ostta17g02150T0
72254	ostta17g02160T0
72255	ostta17g02170T0
72256	ostta17g02180T0
72257	ostta17g02185T0
72258	ostta17g02190T0
72259	ostta17g02200T0
72260	ostta17g02210T0
72261	ostta17g02220T0
72262	ostta17g02230T0
72263	ostta17g02240T0
72264	ostta17g02250T0
72265	ostta17g02260T0
72266	ostta17g02270T0
72267	ostta17g02280T0
72268	ostta17g02290T0
72269	ostta17g02300T0
72270	ostta17g02305T0
72271	ostta17g02310T0
72272	ostta17g02320T0
72273	ostta17g02325T0
72274	ostta17g02330T0
72275	ostta17g02340T0
72276	ostta17g02350T0
72277	ostta17g02360T0
72278	ostta17g02365T0
72279	ostta17g02370T0
72280	ostta17g02380T0
72281	ostta17g02390T0
72282	ostta17g02400T0
72283	ostta17g02410T0
